,A5,AWS,Ag,Al,Applications,B,Be,C,Category,Co,Cr,Cu,DIN,DIN_W,Fe,HT_Temp,HT_Time,Hardness,Hardness_Scale,Heat_Treated_As,IE-20,IE-40,IE-60,ISO,Mg,Mn,Mo,N,Name,Nb,Nb+Ta,Ni,Ni+Co,Other,Others,P,Properties,Redry_Time,Redrying_Temp,Rm,Rp0,S,Si,Sn,Suitable_For,Ti,V,W,Zn,Zr,url
601,26.0,A.5.28: ER 80 S-G,,,"Weather resistant steels, art constructions, bridges, ovens, deco parts etc.",,,0.09,GMAW-GTAW Solid wires,,,0.45,8575: SG NiCu,,,0.0,,,0,,90.0,,,14341-A: G 42 2 M/C GO,,1.4,,,SG Corten Tig,,,0.85,,,,,,0,,570.0,450.0,,0.85,,"S235J2G3 Cu, S355J2G3 Cu, S235JRW, S355JRW, S235J2W, S355J2W, CORTEN, PATINAX 37, ALCODUR 50, KORALPIN 52",,,,,,http://www.ceweld.nl/en/product/sg-corten-tig
602,22.0,A 5.28: ER 80S-G,,,"High pressure boiler steels, offshore, repair, construction, pipelines, tubing etc.",,,0.09,GMAW-GTAW Solid wires,,1.15,0.25,8575: SG CrMo1,1.7339,,0.0,,,0,,80.0,,,21952-A: G CrMo1Si,,1.0,0.5,,SG CrMo1,,,,,,,,Extreme easy to weld with excellent welding properties. High world wide excepted quality with controlled cast and helix for semi and or semi–automatic applications. Weldable with Co2 and Mix gas.  Suitable to offer creep resistance for working temperatures up to 550º Celsius. ,0,,560.0,450.0,,0.6,,"13CrMo4 5 (1.7335), 15CrMo5, 16CrMoV4, 22Mo4, G22CrMo5 4 (1.7354) G17CrMo5 5 (1.7357) A193 Grade B7, A335 Grade P11, A335 Grade P12, 42CrMo4 (Rm < 780 Mpa), 13CrMo44, 24CrMo5, 13CrMo4-5, A 387, Gr. 11 - 12, GS 17CrMo55, GS 22CrMo54, G17CrMo5-5, G22CrMo5-4",,,,,,http://www.ceweld.nl/en/product/sg-crmo1
603,22.0,A 5.28: ER 80S-G,,,"High pressure boiler steels, offshore, repair, construction, pipelines, tubing etc.",,,0.09,GMAW-GTAW Solid wires,,1.15,0.5,8575: SG CrMo1,1.7339,,200.0,,,0,,80.0,47.0,,21952-A: G CrMo1Si,,1.0,,,SG CrMo1 TIG,,,,,,,,"Extreme easy to weld with excellent welding properties. High world wide excepted quality with controlled cast and helix for semi and or semi–automatic applications.
Suitable to offer creep resistance for working temperatures up to 550º Celsius.",0,,560.0,450.0,,0.6,,"13CrMo4 5 (1.7335), 15CrMo5, 16CrMoV4, 22Mo4, G22CrMo5 4 (1.7354) G17CrMo5 5 (1.7357) A193 Grade B7, A335 Grade P11, A335 Grade P12, 42CrMo4 (Rm < 780 Mpa), 13CrMo44, 24CrMo5, 13CrMo4-5, A 387, Gr. 11 - 12, GS 17CrMo55, GS 22CrMo54, G17CrMo5-5, G22CrMo5-4",,,,,,http://www.ceweld.nl/en/product/sg-crmo1-tig
604,22.0,A 5.28: ER 80S-G,,,"High pressure boiler steels, offshore, repair, construction, pipelines, tubing etc.",,,0.09,GMAW-GTAW Solid wires,,1.15,0.25,8575: SG CrMo1,1.7339,,0.0,,,0,,80.0,47.0,,21952-A: G CrMo1Si,,1.0,0.5,,SG CrMo1 Tig,,,,,,,,Extreme easy to weld with excellent welding properties. High world wide excepted quality with ultra clean weld deposit. Suitable for creep resistant service for working temperatures up to 550º Celsius.,0,,560.0,460.0,,0.6,,"13CrMo4 5 (1.7335), 15CrMo5, 16CrMoV4, 22Mo4, G22CrMo5 4 (1.7354) G17CrMo5 5 (1.7357) A193 Grade B7, A335 Grade P11, A335 Grade P12, 42CrMo4 (Rm < 780 Mpa), 13CrMo44, 24CrMo5, 13CrMo4-5, A 387, Gr. 11 - 12, GS 17CrMo55, GS 22CrMo54, G17CrMo5-5, G22CrMo5-4",,,,,,http://www.ceweld.nl/en/product/sg-crmo1-tig-0
605,23.0,A 5.28: ER 90 S-G,,,"High pressure boiler steels, offshore, repair, construction, pipelines, tubing etc.",,,0.07,GMAW-GTAW Solid wires,,2.55,0.3,8575: SG CrMo2,1.7384,,0.0,,,0,,80.0,,,21952-A: G CrMo2Si,,1.0,1.0,,SG CrMo2,,,,,,,,Extreme easy to weld with excellent welding properties. High world wide excepted quality with controlled cast and helix for semi and or semi–automatic applications. Weldable with Co2 and Mix gas. Suitable for creep resistant service for working temperatures up to 600º Celsius. ,0,,520.0,420.0,,0.65,,"Heat resistant steels: 10CrMo9 10 (1.7380), A335 Grade P 22, 10CrSiMoV7 (1.8075), G17CrMo 9 10 (1.7379)",,,,,,http://www.ceweld.nl/en/product/sg-crmo2
606,23.0,A 5.28: ER 90 S-G,,,"High pressure boiler steels, offshore, repair, construction, pipelines, tubing etc.",,,0.07,GMAW-GTAW Solid wires,,2.55,0.3,8575: SG CrMo2,1.7384,,0.0,,,0,,80.0,,,21952-A: W CrMo2Si,,1.0,1.0,,SG CrMo2 Tig,,,,,,,,Extreme easy to weld with excellent welding properties. High world wide excepted quality with ultra clean weld deposit. Suitable for creep resistant service for working temperatures up to 600º Celsius. ,0,,550.0,450.0,,0.65,,"Heat resistant steels: 10CrMo9 10 (1.7380), A335 Grade P 22, 10CrSiMoV7 (1.8075), G17CrMo 9 10 (1.7379)",,,,,,http://www.ceweld.nl/en/product/sg-crmo2-tig
607,17.0,A 5.28: ER 80S B6,,,"Mainly used in pipeline, apparatus and boiler application. This alloy is specialy intended for high integrity structural service at elevated temperature. ",,,0.08,GMAW-GTAW Solid wires,,5.7,,8575: SG CrMo5,1.7373,,720.0,2.0,,0,SR/PWHT,47.0,,,21952-A: G/W CrMo5Si,,0.5,0.6,,SG CrMo5,,,,,,,,Designed for welding heat resistant steels to sustain working temperatures upto 650˚C,0,,550.0,430.0,,0.45,,"A213 Grade T5, A217 Grade C5, A335 Grade P5, GX12CrMo5 (1.7362), X12CrMo5 (1.7363), Upto 1180 MPa",,,,,,http://www.ceweld.nl/en/product/sg-crmo5
608,10.0,A 5.7: ER CuMnNiAl,,7.9,"Joint welds or building up of aluminum bronze. Cladding components undergoing metal to metal wear under high pressure. Especially suited for marine environments. The addition of manganese and nickel improves hardness and strength. Excellently suitable for joining and cladding of copper alloys, unalloyed and low-alloy steels and grey cast iron",,,,GMAW-GTAW Solid wires,,,1.0,1733: SG CuMn13Al7,2.1367,2.5,0.0,,290.0,1,AW,,,965.0,24373:,,13.0,,,SG CuMn13Al7,,,2.25,,,,,Highest grade of the ABronztypes. Seawateresistant coppealuminum alloy without Zn with high toughness and improved hardness.  “Very good weldability compare to the more common Al. bronzes. “,0,,880.0,,,,,"Ship propellers, copper, brass, pumps, seawater, desalting equipment, marine, pulling tools, shafts, guide grooves, sliding surfaces, cast iron, pully, UNS : C62300 - C63000, DIN : CuAl10Fe3Mn2 - CuAl10Ni5Fe4 - G-CuAl10Fe, Mat n° : 2.0936 - 2.0966 - 2.0940, CuNiAl, superston etc..",,,,,,http://www.ceweld.nl/en/product/sg-cumn13al7
609,22.0,A 5.28: ER 80 S-G,,,"Creep resistant steels, steam tubing, vessel, boilers, apparatus etc..",,,0.09,GMAW-GTAW Solid wires,,0.15,,8575: SG Mo,1.5425,,620.0,1.0,,0,AW/PWHT,180.0,47.0,,21952-A: G MoSi,,1.2,0.5,,SG Mo,,,0.15,,,,,Excellent welding properties. High world wide excepted quality with controlled cast and helix for semi and or semi–automatic applications. (Mag wire) Excellent to be used for creep resisting service at temperatures up to 500°C. ,0,,580.0,480.0,,0.6,,"Creep resistant steels: 15mo3, 16Mo3, 17Mo3, 22Mo4, 16Mo5, 14Mo6, 15NiCuMoNb5, 17MnMoV6 4 , A335 Grade P1Boiler steels: P235GH, P265GH, P295GH, P310GHPipe steels: L320Nb, L415Nb, L360Nb, L485Nb, X52-X70Fine-grain steels: S255N, S460N, P255NH, P460NH, P460NL1Cast steels: GE 240, GE 300W.Nr: 1.5415, 1.5425, 1.0481, 1.0482, 1.0425, 1.0354",,,,,,http://www.ceweld.nl/en/product/sg-mo
610,,A 5.28: ER 80 S-G,,,,,,0.1,Laser welding wires,,0.15,,8575: SG Mo,1.5424,,0.0,,,0,AW,,32.5,,21952-A: G MoSi,,1.1,0.5,,SG Mo Laser welding wire,,,0.15,,,,,"The weld can be eroded, structured, polished, chromplated, etched, nitrated, annealed and hardened.",0,,,,,0.6,,"1.2311, 1.2312, 1.2162, 1.2738",,,,,,http://www.ceweld.nl/en/product/sg-mo-laser-welding-wire
611,22.0,A 5.28: ER 80 S-G,,,"Creep resistant steels, steam tubing, vessel, boilers, apparatus etc..",,,0.09,GMAW-GTAW Solid wires,,0.15,,8575: SG Mo,1.5424,,620.0,1.0,,0,AW/PWHT,180.0,47.0,,21952-A: W MoSi,,1.2,0.5,,SG Mo Tig,,,0.15,,,,,Excellent welding properties and mechanical strength upto 460 N/mm2 yield strength. Excellent to be used for creep resisting service at temperatures up to 500°C. ,0,,580.0,480.0,,0.6,,"Creep resistant steels: 15mo3, 16Mo3, 17Mo3, 22Mo4, 16Mo5, 14Mo6, 15NiCuMoNb5, 17MnMoV6 4 , A335 Grade P1Boiler steels: P235GH, P310GHPipe steels: L320Nb, L415Nb, L360Nb, L485Nb, X52-X70Fine-grain steels: S255N, S460N, P255NH, P460NH, P460NL1Cast steels: GE 240, GE 300",,,,,,http://www.ceweld.nl/en/product/sg-mo-tig
612,24.0,A 5.28: ER 80S-Ni1,,,"Offshore requirements at working temperatures down to -60° C such as crane, vessel, rigs, platforms, pipelines for NACE requirements, boiler, tubing etc.",,,0.08,GMAW-GTAW Solid wires,,,,8575: SG Ni1,,,0.0,,,0,AW,70.0,47.0,,14341-A: G 50 6 MZ G3Ni1,,1.05,,,SG Ni1,,,0.9,,,,0.006999999999999999,Excellent impact properties at low temperatures due to the addition of Nickel and increased yield strenght above 460 N/mm2.,0,,560.0,470.0,0.017,0.5,,"

MaterialsshipbuildingUnalloyed steelsboiler steelspipe steels-Fine grain steelsAPI-standard
DINA, B, D, E, AH 32 - EH 36St 33, St 37-2 - St 52-3H I, H III, 17Mn4, 19Mn5St 35.8, St 45.8StE 210.7 TM, StE 480.7 TMStE 255 to StE 460X 42, X65

ENsameS185 - S355-S460P235GH, P355GHP235T1/T2, P460NL2L210 - L480MBS255 - S500 (NL1,2)X 42, X65


ASTMTypicalA 258 / A 516A 662 / A 387A 738 / A 612A 299--


",,,,,,http://www.ceweld.nl/en/product/sg-ni1
613,24.0,A 5.28: ER 80S-Ni1,,,"Offshore requirements at working temperatures down to -60° C such as crane, vessel, rigs, platforms, pipelines for NACE requirements, boiler, tubing etc.",,,0.08,GMAW-GTAW Solid wires,,,,8575: SG Ni1,,,0.0,,,0,AW,70.0,47.0,,636-A: W 50 5 W3Ni 1,,1.05,,,SG Ni1 Tig,,,0.9,,,,0.006999999999999999,Excellent impact properties at low temperatures due to the addition of Nickel and increased yield strenght above 460 N/mm2.,0,,560.0,470.0,0.017,0.5,,"

MaterialsshipbuildingUnalloyed steelsboiler steelspipe steels-Fine grain steelsAPI-standard
DINA, B, D, E, AH 32 - EH 36St 33, St 37-2 - St 52-3H I, H III, 17Mn4, 19Mn5St 35.8, St 45.8StE 210.7 TM, StE 480.7 TMStE 255 to StE 460X 42, X65

ENsameS185 - S355-S460P235GH, P355GHP235T1/T2, P460NL2L210 - L480MBS255 - S500 (NL1,2)X 42, X65


ASTMTypicalA 258 / A 516A 662 / A 387A 738 / A 612A 299--


",,,,,,http://www.ceweld.nl/en/product/sg-ni1-tig
614,28.0,A 5.28: ER 80S-Ni2,,,Filler metal developed for fine grain steels and cold-tough steels. Typical applications are welding boilers for liquid petrol gas (LPG),,,0.1,GMAW-GTAW Solid wires,,,,8575: ,,,0.0,,,0,AW,,100.0,60.0,14341-A: G 50 8 M ZG3Ni2,,1.1,,,"SG Ni2,5",,,2.4,,,,0.015,"A copper coated, Nalloyed (2,4% Ni), solid wire for low temperature steels in applications such as vessels, pipes and in the offshore industry with a minimum yield strength of 470 Mpa. The wire provides excelent impact thoughness down t60°C.",0,,630.0,540.0,0.015,0.6,,"S275N, S420N, S275NL, S420NL, P275NL2-P355NL2, 12Ni14G1, X12Ni5, 11MnNi5-3, 13MnNi6-3",,,,,,http://www.ceweld.nl/en/product/sg-ni25
615,28.0,A 5.28: ER 80S-Ni2,,,Filler metal developed for fine grain steels and cold-tough steels. Typical applications are welding boilers for liquid petrol gas (LPG),,,0.1,GMAW-GTAW Solid wires,,,,8575: ,,,0.0,,,0,AW,,100.0,60.0,636-A: W2Ni2 / W 46 8 W2Ni2,,1.1,,,"SG Ni2,5 Tig",,,2.4,,,,0.015,"A copper coated, Nalloyed (2,4% Ni), solid wire for low temperature steels in applications such as vessels, pipes and in the offshore industry with a minimum yield strength of 470 Mpa. The wire provides excelent impact thoughness down t60°C.",0,,630.0,540.0,0.015,0.6,,"S275N, S420N, S275NL, S420NL, P275NL2-P355NL2, 12Ni14G1, X12Ni5, 11MnNi5-3, 13MnNi6-3, ASME SA 203 Gr A & B, ASME SA 572 Gr 65",,,,,,http://www.ceweld.nl/en/product/sg-ni25-tig
616,28.0,A 5.28: ER 80S-Ni3,,," Used in petrochemical industry where it finds applications in construction of cryogenic plant and associated pipework, in the manufacture, storage and distribution of volatile liquids and liquefied gases. ",,,0.1,GMAW-GTAW Solid wires,,,0.12,8575: ,,,0.0,,,0,AW,,100.0,60.0,636-B: W 57P7 WN71,,1.1,,,"SG Ni3,5 Tig",,,3.5,,,,0.01,Excelent impact properties at subzero temperatures down t80°C.,0,,620.0,510.0,0.01,0.6,,"

ASTM
A 203 Gr D, E, F - A 333 Gr 3 - A 350 Gr LF3 - A 352 Gr LC3


EN
(BS 1501 Gr 503 - BS 1503 Gr 503 - BS 1504 Gr 503 LT60)


 ",,,,,,http://www.ceweld.nl/en/product/sg-ni35-tig
617,32.0,A 5.28: ER 80S-Ni1,,,"Offshore drilling equipment, crane building, pipeline, platforms, Vessel etc.",,,0.1,GMAW-GTAW Solid wires,,,,8575:,,,0.0,,,0,AW,150.0,70.0,22.0,16834-A/B: G 62 5 M Mn3Ni1Mo,,1.2,0.3,,SG NiMo1,,,0.9,,,,,"SG NiMo1 is a 0.9% Nalloyed (ER80Ni1), coppecoated, solid wire for the GMAW/GTAW of lotemperature, fingrained steels. The deposit provides good impact toughness down t50°C and is especially suitable for use in the offshore industry.",0,,690.0,580.0,,0.75,,"P355NL 1 – P460NL 1., X70, X80, 4130, 8630",,,,,,http://www.ceweld.nl/en/product/sg-nimo1
618,23.0,A 5.18: ER 70S-2,,0.1,"recommended for applications that require high purity of the weld metal. Ideal for diluted, rusty, painted or galvanized steel plates in maintenance and repair. Car restoration, body shops, frames and overhaul work. ",,,0.04,GMAW-GTAW Solid wires,,,,8559:,,,0.0,,,0,AW,100.0,47.0,,14341-A: G 46 A M21 2Ti,,1.2,,,SG Titan,,,,,,,,"Low spatter formation, excelent flowing and desoxidation properties due to the addition of Zr, Ti and Aluminium. SG Titan is a bronzed wire to offer excellent feeding properties with standard steel liners.",0,,460.0,560.0,,0.55,,"S185-E360, S235JR-S355JR, S235J0-S450J0, S235J2-S355J2, S275N-S460N, S275M-S460M, S460Q, P235GH-P355GH, P275N-P460N, P355M-P460M, P355Q-P460QASTM: A27, A36, A106 grades A/B/C, A139, A210 grades A1/C, A214, A216 grades WCA/WCB/WCC, A234 grade WPB.
A334 grade 1 / API: 5L grades X42-X65",0.1,,,,0.07,http://www.ceweld.nl/en/product/sg-titan
619,28.0,A 5.18: ER 70S-3,,,"Shipbuilding, offshore, repair, construction, car-plate welding etc...",,,0.07,GMAW-GTAW Solid wires,,,,8559: SG1,,,0.0,,,0,AW,90.0,1042.5,,14341-A: G 35 AMZ G2Si,,1.2,,,SG1,,,,,,,,Extreme easy to weld with excellent welding properties suitable for welding galvanized plates or weld deposits that have to be galvanized afterwards due to the low silicon content. High world wide excepted quality with controlled cast and helix for semi and or semi–automatic applications. Weldable with Co2 and Mix gas. ,0,,540.0,420.0,,0.6,,"St 33 – St 52 ,A, E, AH, EH ,HI-HIII, 17Mn4, St 37.0/4 – St 52.0/4, StE 255 – StE 420",,,,,,http://www.ceweld.nl/en/product/sg1
620,30.0,A 5.18: ER 70S-3,,,"Shipbuilding, offshore, repair, construction, car-plate welding etc...",,,0.08,GMAW-GTAW Solid wires,,,,8559: SG1,,,0.0,,,0,AW,,,225.0,636-A: W 42 5 W 2 Si,,1.2,,,SG1 Tig,,,,,,,,Extreme easy to weld with excellent welding properties suitable for welding galvanized plates or weld deposits that have to be galvanized afterwards due to the low silicon content. ,0,,560.0,470.0,,0.57,,"St 33 – St 52 ,A, E, AH, EH ,HI-HIII, 17Mn4, St 37.0/4 – St 52.0/4, StE 255 – StE 420",,,,,,http://www.ceweld.nl/en/product/sg1-tig
621,24.0,A 5.18: ER 70S-6,,,"Shipbuilding, piping, bridges, repair, construction, car-plate welding etc...",,,0.08,GMAW-GTAW Solid wires,,,,8559: SG2,1.5125,,0.0,,,0,,150.0,90.0,,14341-A: G 42 4 M21 3Si 1,,1.45,,,SG2,,,,,,,0.025,Extreme easy to weld with excellent welding properties. High world wide excepted quality with controlled cast en helix for semi and or semautomatic applications. Weldable with Co2 and Mix gas.,0,,540.0,430.0,0.025,0.85,,"

Base metal
DIN
EN
ASTM


ShipbuildingUn alloyed steelBoiler steels-Pipe steels-Fine grain steelsAPI steels
A, B, D, AH 32 till EH 36St 33, St 37-2, St 52-3HI, HII, 17Mn4, 19Mn520Mn5St 35.8, St 45.8StE 210.7TM - StE 380.7TMStE 255 till StE 420X42
~~~~~~~~~~~P235GH, P265GH,P295GH-P235T1/T2 - P355NL210 - L380S255 - S420X42
A 131 / A 106A 515 / A 715A 283 / A 285A 414 / A 662A 372 / A 369A 210 / A 516A 255 / A 333A 350 / A 612


 ",,,,,,http://www.ceweld.nl/en/product/sg2
622,24.0,A 5.18: ER 70S-6,,,"Shipbuilding, piping, bridges, repair, construction, car-plate welding etc...",,,0.08,GMAW-GTAW Solid wires,,,,8559: SG2,1.5125,,0.0,,,0,,200.0,150.0,75.0,636-A: W 42 5 W 3 Si 1,,1.45,,,SG2 Tig,,,,,,,0.025,"Extreme easy to weld with excellent welding properties and low fume, extreme subzero impact properties due to the Tig process.",0,,540.0,430.0,0.025,0.85,,"

Base metal
DIN
EN
ASTM


ShipbuildingUn alloyed steelBoiler steels-Pipe steels-Fine grain steelsAPI steels
A, B, D, AH 32 till EH 36St 33, St 37-2, St 52-3HI, HII, 17Mn4, 19Mn520Mn5St 35.8, St 45.8StE 210.7TM - StE 380.7TMStE 255 till StE 420X42
~~~~~~~~~~~P235GH, P265GH,P295GH-P235T1/T2 - P355NL210 - L380S255 - S420X42
A 131 / A 106A 515 / A 715A 283 / A 285A 414 / A 662A 372 / A 369A 210 / A 516A 255 / A 333A 350 / A 612


 ",,,,,,http://www.ceweld.nl/en/product/sg2-tig
623,24.0,A.5.18: ER 70 S-6,,,"Shipbuilding, piping, root welding, bridges, repair, construction, offshore, car-plate welding etc...",,,0.08,GMAW-GTAW Solid wires,,,,8559: SG3,1.5130000000000001,,0.0,,,0,,170.0,110.0,,14341-A: G 46 4 M G4Si1,,1.75,,,SG3,,,,,,,0.025,Extreme easy to weld with excellent welding properties and increased yield strenght. High world wide excepted quality with controlled cast and helix for semi and or semi–automatic applications. Weldable with Co2 and Mix gas.,0,,560.0,460.0,0.025,0.9,,"

MaterialsshipbuildingUnalloyed steelsboiler steelspipe steels-Fine grain steelsAPI-standard
DINA, B, D, E, AH 32 - EH 36St 33, St 37-2 - St 52-3H I, H III, 17Mn4, 19Mn5St 35.8, St 45.8StE 210.7 TM, StE 445.7 TMStE 255 to StE 460X 42, X65, X 70

ENsameS185 - S355P235GH, P355GHP235T1/T2, P460NL2L210 - L445MBS235 - S460QL1X 42, X65, X 70


ASTMTypicalA 258 / A 516A 662 / A 387A 738 / A 612A 299--



Domex 460 MC
 
 
 


 ",,,,,,http://www.ceweld.nl/en/product/sg-3
624,20.0,A 5.28: ER 90S-G,,,"Offshore drilling equipment, crane building, pipeline, platforms, Vessel, riser piping etc.",,,0.12,GMAW-GTAW Solid wires,,,,8575:,,,0.0,,,0,AW,150.0,,100.0,14341-A: G 50 7 M21 4Mo,,1.75,0.55,,SG3 NiMo1,,,0.9,,,,,"SG3 NiMo1 is a 0.9% Nalloyed, high manganese containing, coppecoated, solid wire for the GMAW/GTAW of lotemperature, fingrained steels suitable for NACE requirements. The deposit provides good impact toughness down t50°C and is especially suitable for use in the offshore industry such as riser pipes that often are heat treated after weding..",0,,740.0,620.0,,0.2,,"P460NL1, P460ML1, S460Q-S550Q, S460QL-S550QL, P460Q-P500Q, P460QL1- 500QL1. 15NiCuMoNb5-6-4 (1.6368)ASTM: A182 grade F36, A335 grade P36, A533, A537, X70, X80, 4130, 4140, 863025CrMo4, 42CrMo4",,,,,,http://www.ceweld.nl/en/product/sg3-nimo1
625,24.0,A.5.18: ER 70 S-6,,,"Shipbuilding, piping, root welding, bridges, repair, construction, offshore, car-plate welding etc...",,,0.08,GMAW-GTAW Solid wires,,,,8559: SG3,1.5130000000000001,,0.0,,,0,,170.0,110.0,,636-A: W 46 4 M G4Si1,,1.75,,,SG3 Tig,,,,,,,0.025,Extreme easy to weld with excellent welding properties and increased yield strenght.,0,,560.0,460.0,0.025,0.9,,"

MaterialsshipbuildingUnalloyed steelsboiler steelspipe steels-Fine grain steelsAPI-standard
DINA, B, D, E, AH 32 - EH 36St 33, St 37-2 - St 52-3H I, H III, 17Mn4, 19Mn5St 35.8, St 45.8StE 210.7 TM, StE 445.7 TMStE 255 to StE 460X 42, X65, X 70

ENsameS185 - S355P235GH, P355GHP235T1/T2, P460NL2L210 - L445MBS235 - S460QL1X 42, X65, X 70


ASTMTypicalA 258 / A 516A 662 / A 387A 738 / A 612A 299--



Domex 460 MC
 
 
 


 ",,,,,,http://www.ceweld.nl/en/product/sg3-tig
