,As,C,Charpy,Cr,Cu,Diffusible Hydrogen,Elongation,Lateral,Mn,Mn + Ni + Cr + Mo + V,Mo,N,Nb,Ni,Ni+Mn,P,P S,S,S Ni,SN,Si,Si P,Sn,Tensile,V,Yield,aws,conformances,ind,key features,requirements,typic_results,typical applications,category,name,url
833,,,69.5,,,,23.0,,,,,,,,,,,,,,,,,655.0,,567.5, E9010-G,,1309,,Requirements - AWS E9010-G,Typical Results(3) - As-Welded,,submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner19P(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-Pipeliner19P(LincolnElectric)
834,,0.055,64.5,,,,21.5,,0.385,,,,,,,0.015,,,,,0.2,,,710.0,,600.0, E9018-B3 H4R,"aws-a5.1/a5.1m:-e6013
asme-sfa-a5.1:-e6013
abs:-e6013
lloyd’s-register:-3m
dnv-grade:-1
gl:-1
bv-grade:-1
cwb/csa-w48-06:-e4313
en-iso-2560-b:-e4313-a
welding-positions
all",127,"•-operable-with-low-amperages-on-sheet-metal
•-excellent-bead-appearance
•-slag-control-accommodates-vertical-down-welding",Requirements - AWS E9018-B3 H4R,"Typical Results(3)  - As-Welded
 Stress-Relieved 1 hr @ 690°C (1275°F)","•-sheet-metal
•-irregular-short-welds-that-change-positions
•-maintenance-or-repair-welding
•-for-use-with-small-ac-welders-with-low-ocv",hardfacing,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Chromet-Chromet9(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Chromet-Chromet9(LincolnElectric)
835,,0.165,27.0,,,,22.0,,0.5750000000000001,,,,,,,0.0115,,,,,0.34,,,490.0,,415.0, E7010-P1,"typical-applications
•-small-ac-welders
•-sheet-metal
•-edge,-corner-and-butt-joints
•-welding-on-galvanized-and-specially-coated-steels",1311,"•-ac-polarity-welding
•-performs-on-low-amperages-and-ocv
•-easy-to-strike-arc
welding-positions
all",Requirements - AWS E7010-P1,Typical Results(3) - As-Welded,"conformances
aws-a5.1/a5.1m:-e6011
asme-sfa-a5.1:-e6011
cwb/csa-w48-06:-e4311",submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D100(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D100(LincolnElectric)
836,,,41.5,,,,25.0,,,,,,,,,,,,,,,,,580.0,,480.0, E7010-P1,,1312,,Requirements - AWS E7010-P1,Typical Results(3) - As-Welded,,submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D100(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D100(LincolnElectric)
837,,,27.0,,,,22.0,,,,,,,,,,,,,,,,,490.0,,400.0, E7024-1,,1314,,Requirements - AWS E7024-1,Typical Results(3) - As-Welded,,submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D80(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D80(LincolnElectric)
838,,0.2,43.5,0.2,,,26.5,,1.2,,0.30000000000000004,,,0.30000000000000004,,,,,,,1.0,,,547.5,0.08,472.5, E7024-1,diameters-/-packaging,1315,"•-deep-arc-penetration
•-light-slag-with-mal-arc-interference
•-excellent-vertical-and-overhead-capability",Requirements - AWS E7024-1,Typical Results(3) - As-Welded,"•-steel-with-moderate-surface-contants
•-cross-country-and-in-plant-pipe-welding
•-square-edge-butt-welds
•-welding-on-galvanized-and-specially-coated-steels",submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D80(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D80(LincolnElectric)
839,,0.2,47.0,0.2,,,19.0,,1.2,,0.30000000000000004,,,0.30000000000000004,,,,,,,1.0,,,550.0,0.08,460.0, E8018-B2,"typical-applications
•-cross-country-and-in-plant-pipe-welding
•-steel-with-moderate-surface-contants
•-repair-welding",1318,"•-high-operator-appeal-and-control
•-easy-slag-removal
•-standard-in-the-pipe-welding-industry
welding-positions
all",Requirements - AWS E8018-B2,"Typical Performance
As-Welded","conformances
aws-a5.1/a5.1m:-e6010
asme-sfa-a5.1:-e6010
abs:-e6010
cwb/csa-w48-06:-e4310
tuv:-en-iso-2560-a:-e-42-3-c25",submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D90(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Pipeliner-PipelinerLH-D90(LincolnElectric)
840,,,,,,,,,,,,,,,,,,,,,,,,,,, E8018-B2,,1319,,Requirements - AWS E8018-B2,"Typical Performance
As-Welded",,,,
841,,,47.0,,,,17.0,,,,,,,,,,,,,,,,,630.0,,540.0, E9018-B3,,1321,,Requirements - AWS E9018-B3,"Typical Performance
As-Welded",,submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld180(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld180(LincolnElectric)
842,,,,,,,,,,,,,,,,,,,,,,,,,,, E9018-B3,,1322,,Requirements - AWS E9018-B3,"Typical Performance
As-Welded",,,,
843,,,34.0,,,,19.0,,,,,,,,,,,,,,,,,590.0,,60.0,"
 E8015-B8 H4 4",,1325,,"Requirements
AWS E8015-B8 H4 4","Typical Performance(3)
After 2 hours of PWHT at 720°C (1330°F)",,,,
844,,0.15,90.0,0.30000000000000004,,,22.0,,1.25,,0.08,,,0.2,,0.035,,,,,0.9,,,710.0,,600.0,"
 E8015-B8 H4 4","aws-a5.1/a5.1m:-e7014
asme-sfa-a5.1:-e7014
abs:-e7014
lloyd’s-register:-1m
dnv-grade:-1
gl:-1
bv-grade:-1
cwb:-e4914
welding-positions
all",1326,"•-high-deposition-rates
•-excellent-operator-appeal
•-easy-to-use
•-operates-on-low-amperages","Requirements
AWS E8015-B8 H4 4","Typical Performance(3)
After 2 hours of PWHT at 720°C (1330°F)","•-maintenance-and-repair-welding
•-sheet-metal-and-fillet-welds
•-heavy-sections",submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld5P(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld5P(LincolnElectric)
845,,0.145,27.0,0.035,,,22.0,,0.635,,0.125,,,0.74,,0.015,,,,,0.185,,,490.0,,400.0, E7028 H8,diameters-/-packaging,130,"typical-applications
(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x65-grade-pipe
(cid:23)(cid:3)vertical-down-welding",Requirements - AWS E7028 H8,Typical Results(3) - As-Welded,"conformances
aws-a5.5/a5.5m:-2006-e7010-p1
asme-sfa-a5.5:-e7010-p1
abs:-e7010-p1",hardfacing,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Chromet-Chromet9-B9(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Chromet-Chromet9-B9(LincolnElectric)
846,,,,,,,17.0,,,,,,,,,,,,,,,,,620.0,,530.0, E9015-B9,,1328,,Requirements - AWS E9015-B9,"Typical Results(3)
PWHT 2 hr @ 760°C (1400°F)",,,,
847,,,75.0,0.30000000000000004,,,22.5,,1.0,,0.2,,,0.5,,0.03,,,,,0.8,,,710.0,0.1,590.0, E9015-B9,"key-features
(cid:23)(cid:3)light-slag-for-mal-arc-interference
(cid:23)(cid:3)deep-penetration
(cid:23)(cid:3)clean,-visible-weld-puddle
(cid:23)(cid:3)superior-puddle-control",1329,"conformances
aws-a5.5/a5.5m:-2006-e8010-g,-e8010-p1*
asme-sfa-a5.5:-e8010-g,-e8010-p1*
abs:-e8010-g
cwb/csa-w48-06:-e5510-g
tuv:-din-en-iso-2560-a:e
*-this-product-is-classified-as-an-e8010-g;-however,-it-also-meets-the-requirements-of-an-e8010-p1.
welding-positions
all",Requirements - AWS E9015-B9,"Typical Results(3)
PWHT 2 hr @ 760°C (1400°F)","diameters-/-packaging
diameter-length",submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld5P-Plus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld5P-Plus(LincolnElectric)
848,,,27.0,,,,20.0,,,,,,,,,,,,,,,,,760.0,,720.0, E11018M H4R,,1331,,Requirements - AWS E11018M H4R,Typical Results(3) - As-Welded,,,,
849,,0.15,89.5,,,4.0,23.0,,1.8250000000000002,,0.35000000000000003,,,0.9,,0.03,,0.03,,,0.8,,,786.0,,724.0, E11018M H4R,"aws-a5.5/a5.5m:-2006-e10018-d2-h4r
asme-sfa-a5.5:-e10018-d2-h4r
abs:-3yq620-h5
lloyd’s-register:-3y62-h5
dnv-grade:-3y62-h5
cwb/csa-w48-06:-e6918-d2",1332,"capable-of-exceeding-550-mpa-(80-ksi)-yield-
strength-after-12-hours-at-635°c-(1175°f)-on-
4130-aisi-steel-
premium-arc-performance
q2-lot®-certificate-showing-actual-deposit-
chemistry-available-online-
easy-strike-and-re-strike-
effortless-slag-removal-
welding-positions
all,-except-vertical-down
d2-h4r",Requirements - AWS E11018M H4R,Typical Results(3) - As-Welded,"chromium-molybdenum-and-other-low-alloy-steels,-
including-aisi-4130,-4140,-8630-and-astm-a182-and-
a336-grades-f22
carbon-manganese-and-other-low-alloy-steels
offshore-and-subsea-components
process-piping
meets-nace-mr0175/iso15156-2",submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld22(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld22(LincolnElectric)
850,,,,,,,17.0,47.0,,,,,,,,,,,,,,,,620.0,,30.0,"
 E9015-B9 H4 5",,1334,,"Requirements
AWS E9015-B9 H4 5","Typical Performance(3)
After 2 hours PWHT at 760°C (1400°F)",,,,
851,,0.12,,,,,22.0,1.0,0.6000000000000001,,0.525,,,,,0.03,,0.03,,,0.4,,,720.0,,640.0,"
 E9015-B9 H4 5","aws-a5.5/a5.5m:-2006-e7010-a1
asme-sfa-a5.5:-e7010-a1
abs:-e7010-a1
cwb/csa-w48-06:-e4910-a1
tuv:-din-en-iso-2560-a:e
mil-e-22200/7:-mil-7010-a1
welding-positions
all",1335,"(cid:23)(cid:3)for-welding-0.50%-molybdenum-steel
(cid:23)(cid:3)light-slag-for-mal-arc-interference
(cid:23)(cid:3)deep-penetration-and-superior-puddle-control
(cid:23)(cid:3)clean,-visible-weld-puddle
(cid:23)(cid:3)capable-of-480-mpa-(70-ksi)-tensile-strength-
weld-deposits","Requirements
AWS E9015-B9 H4 5","Typical Performance(3)
After 2 hours PWHT at 760°C (1400°F)","(cid:23)(cid:3)api-5l-x42-through-x56-grade-pipe-
(cid:23)(cid:3)cross-country-and-in-plant-pipe",submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld37(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld37(LincolnElectric)
852,,,,,,,22.0,,,,,,,,,,,,,,,,,490.0,,390.0, E7018-A1 H4R,,1338,,Requirements - AWS E7018-A1 H4R,"Typical Results(3) - As-Welded
   Stress-Relieved 1 hr @ 620°C (1150°F)",,submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld47(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld47(LincolnElectric)
853,,,95.0,0.30000000000000004,,,28.5,,1.0,,0.2,,,0.5,,0.03,,0.03,,,0.8,,,575.0,0.1,485.0, E7018-A1 H4R,"key-features
(cid:23)(cid:3)light-slag-for-mal-arc-interference-
(cid:23)(cid:3)deep-penetration-
(cid:23)(cid:3)clean,-visible-weld-puddle-
(cid:23)(cid:3)superior-puddle-control",1339,"conformances
aws-a5.5/a5.5m:-2006-e9010-g
asme-sfa-a5.5:-e9010-g
welding-positions
all",Requirements - AWS E7018-A1 H4R,"Typical Results(3) - As-Welded
   Stress-Relieved 1 hr @ 620°C (1150°F)",diameters-/-packaging,submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld47(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Fleetweld-Fleetweld47(LincolnElectric)
854,,,,,,,19.0,,,,,,,,,,,,,,,,,550.0,,460.0, E8018-B2 H4R,,1341,,Requirements - AWS E8018-B2 H4R,"Typical Results(3) - As-Welded
 Stress-Relieved 1 hr @ 690°C (1275°F)",,submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc70-Plus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc70-Plus(LincolnElectric)
855,,0.2,99.0,0.30000000000000004,,,25.0,,1.2,,0.5,,,1.0,,0.03,,,,,0.6000000000000001,,,662.5,0.5,562.5, E8018-B2 H4R,diameters-/-packaging,1342,"(cid:23)(cid:3)light-slag-for-mal-arc-interference
(cid:23)(cid:3)deep-penetration
(cid:23)(cid:3)clean,-visible-weld-puddle
(cid:23)(cid:3)superior-puddle-control",Requirements - AWS E8018-B2 H4R,"Typical Results(3) - As-Welded
 Stress-Relieved 1 hr @ 690°C (1275°F)","(cid:23)(cid:3)root-pass-welding-of-up-to-x80-grade-pipe
(cid:23)(cid:3)hot,-fill-and-cap-pass-of-up-to-x65-grade-pipe
(cid:23)(cid:3)vertical-down-welding",submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc70-Plus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc70-Plus(LincolnElectric)
856,,,138.5,,,,30.5,,,,,,,,,,,,,,,,,550.0,,460.0, E7028 H8,,131,,Requirements - AWS E7028 H8,Typical Results(3) - As-Welded,,,,
857,,,20.0,,,,19.0,,,,,,,,,,,,,,,,,550.0,,460.0, E8018-C1 H4R,,1344,,Requirements - AWS E8018-C1 H4R,"Typical Results(3) 
 Stress-Relieved 1 hr @ 610°C (1125°F)",,submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc85(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc85(LincolnElectric)
858,,0.15,104.0,0.2,,,28.0,,1.21,1.5,0.30000000000000004,,,0.30000000000000004,,0.035,,0.035,,,0.9,,,590.0,0.08,492.5, E8018-C1 H4R,"diameters-/-packaging
diameter-length
-1",1345,"(cid:23)(cid:3)high-deposition-rates
(cid:23)(cid:3)smooth-bead-appearance
(cid:23)(cid:3)mal-spatter
(cid:23)(cid:3)shallow-penetration",Requirements - AWS E8018-C1 H4R,"Typical Results(3) 
 Stress-Relieved 1 hr @ 610°C (1125°F)","(cid:23)(cid:3)large-welds
(cid:23)(cid:3)slightly-downhill-(15°-positions
(cid:23)(cid:3)multiple-pass-welding",submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc85(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc85(LincolnElectric)
859,,,27.0,,,,24.0,,,,,,,,,,,,,,,,,550.0,,510.0, E8018-C3 H4R,,1347,,Requirements - AWS E8018-C3 H4R,Typical Results(3) - As-Welded,,submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc90(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc90(LincolnElectric)
860,,,122.0,,,,28.0,,,,,,,,,,,,,,,,,612.5,,547.5, E8018-C3 H4R,,1348,,Requirements - AWS E8018-C3 H4R,Typical Results(3) - As-Welded,,submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc90(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-Arc90(LincolnElectric)
861,,,27.0,,,,22.0,,,,,,,,,,,,,,,,,490.0,,400.0, E7018 H8,,1350,,Requirements - AWS E7018 H8,Typical Results(3) - As-Welded,,submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-ArcHYP-Plus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-ArcHYP-Plus(LincolnElectric)
862,0.005,0.075,51.5,6.0,0.005,,26.0,,0.7000000000000001,,0.15,,,,,0.012,,0.015,,,0.225,,0.01,600.0,,530.0, E7018 H8,"on-aws-a5.5-e9018-b3
mium,-
bs-en-iso-3580-a-e-crmo1-b-3-2
loy-
bs-en-iso-3580-b-e-6216-2c1m
bs-2493-2crmo-b-h
din-8575-ecrmo-2-b-2-6
w-
5-ppm)",1351,"•-designed-for-prolonged-•-designed-for-all-positio
elevated-temperatures-up-welding-of-2.25%-chrom
to-600°c-(1112°f)-1%-molybdenum-low-all
steels
•-refineries-where-corrosion-
resistance-to-sulphur-•-trace-elements-are-
bearing-crude-oil-is-at-controlled-to-ensure-low
250-450°c-(482-842°f)-bruscato-(x-factor-15
and-wantanbe-
(j-factor-180-ppm)-fa
welding-positions----------
all",Requirements - AWS E7018 H8,Typical Results(3) - As-Welded,diameters-/-packaging,submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-ArcHYP-Plus(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Shield-Arc-Shield-ArcHYP-Plus(LincolnElectric)
863,,0.075,,5.0,,,17.0,,0.75,,0.55,,,0.4,,0.025,,0.025,,,0.8,,,620.0,,530.0, E9018-B3 H4R,"typical-applications-------------
•-piping
•-steam-generating-power-plant
•-pressure-vessels
•-oil-refineries",1353,"•-moisture-resistant-coating-provides-low-amounts-of-weld
metal-hydrogen-levels-for-a-superior-weld
•-designed-for-high-strength-and-improved-corrosion-resist
with-hot-hydrogen-gas,-super-heated-steam,-and-sulphur
crude-oils
welding-positions------------
all,-except-vertical-down",Requirements - AWS E9018-B3 H4R,"Typical Results(3)  - As-Welded
 Stress-Relieved 1 hr @ 690°C (1275°F)","conformances
d-aws-5.5-e8015-b6
bs-en-iso-3580-a-e-crmo5-b-3-2-h5
tance-
bs-en-iso-3580-b-e-6216-5cm
r",submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Jetweld-Jetweld1(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Jetweld-Jetweld1(LincolnElectric)
864,,,64.5,,,,21.5,,,,,,,,,,,,,,,,,710.0,,600.0, E9018-B3 H4R,,1354,,Requirements - AWS E9018-B3 H4R,"Typical Results(3)  - As-Welded
 Stress-Relieved 1 hr @ 690°C (1275°F)",,submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Jetweld-Jetweld1(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Jetweld-Jetweld1(LincolnElectric)
865,,0.075,27.0,0.4,,,24.0,,0.75,,,,,1.05,,,,0.025,,,0.6000000000000001,,,620.0,,580.0, E9018M H4R,"typical-applications-------------
•-oil-refineries-•-pressure-vessels
•-power-plants-•-heat-exchangers
•-piping",1356,"•-designed-for-corrosion-resistance-in-elevated-temperatur
to-600⁰c-(1112⁰f)-
•-moisture-resistant-coating-provides-low-amounts-of-weld
hydrogen-levels-for-a-superior-weld
•-smooth-arc-performance-in-all-positions
welding-positions------------
all,-except-vertical-down",Requirements - AWS E9018M H4R,Typical Results(3)  - As-Welded,"conformances
res-up-aws-5.5-e8015-b8-h4
bs-en-iso-3580-a-e-crmo9-b-3-2-h5
d-metal-
bs-en-iso-3580-b-e-6216-9c1m",submerged-arc,Products_Consumable_CastIronNonFerrousStickElectrodes-Ferroweld-Ferroweld(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_CastIronNonFerrousStickElectrodes-Ferroweld-Ferroweld(LincolnElectric)
866,,,74.5,,,,30.5,,,,,,,,,,,,,,,,,662.5,,580.0, E9018M H4R,,1357,,Requirements - AWS E9018M H4R,Typical Results(3)  - As-Welded,,submerged-arc,Products_Consumable_CastIronNonFerrousStickElectrodes-Ferroweld-Ferroweld(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_CastIronNonFerrousStickElectrodes-Ferroweld-Ferroweld(LincolnElectric)
867,,0.08,27.0,,,,22.0,,0.46,,,,,,,0.015,,,,,0.365,,,490.0,,400.0, E7018 H4R,"aws-a5.1/a5.1m:-e7014
asme-sfa-a5.1:-e7014
abs:-e7014
lloyd’s-register:-1m
dnv-grade:-1
gl:-1
bv-grade:-1
cwb:-e4914
welding-positions
all",133,"•-high-deposition-rates
•-excellent-operator-appeal
•-easy-to-use
•-operates-on-low-amperages",Requirements - AWS E7018 H4R,Typical Results(3) - As-Welded,"•-maintenance-and-repair-welding
•-sheet-metal-and-fillet-welds
•-heavy-sections",hardfacing,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Chromet-Chromet9MVN(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Chromet-Chromet9MVN(LincolnElectric)
868,,,27.0,,,,22.0,,,,,,,,,,,,,,,,,430.0,,330.0, E6010,,1359,,Requirements - AWS E6010,Typical Results(3) - As-Welded,,submerged-arc,Products_Consumable_StickElectrodes-MildandLowAlloySteels-Chromet-Chromet1X(LincolnElectric),https://www.lincolnelectric.com/en-us/Consumables/Pages/product.aspx?product=Products_Consumable_StickElectrodes-MildandLowAlloySteels-Chromet-Chromet1X(LincolnElectric)
