,Item Brand,Item Name,Item Type,Special Category,"C(Min,Max)%",CVN Impact,CVN Temp C,"Cr(Min,Max)%",Elong %,Fillet Weld Test,Hydrogen Ml/100gm,"Mn(Min,Max)%",Mn+Cr+Ni+Mo+V,"Mo(Min,Max)%",Moisture,"Ni(Min,Max)%","P (Min,Max)%",Radiography,"S (Min,Max)%","Si (Min,Max)%",Test Condition1,Test Condition2 - EN,"UTS(Kg/mm2)(Min,Max%","V(Min ,Max%)",YS(Kgf/mm2),"Cb(Min,Max)%","Cu(Min, Max)",Test Cond as Per,CVN Impact - EN,CVN Temp C - EN,Special Prop.,"Fe(Min,Max)%","Nb(Min,Max)",Ti (Min Max%),UTS,CVN Avg.,"Al(Min, Max)%",PWHT,"Zr (Min, Max%)","N (Min,Max)%","Cb (Min,Max%)`",FG Batch,"Co(Min,Max)%","Nickel(Min,Max%)",Other Elements Total,"W(Min, Max) %",Physical Appearance,Elong % I,"Nb(Min,Max)%","PB(Min, Max)%",Hardness,Special Prop 1,Special Prop 2,Special Prop 3,W,Hardness ParmeterI,Special Prop 4,Special Prop 6,Special Prop 7,Special Prop 5,Special Prop 8,"Boron (Min,Max%)","NB+TA(Min,Max%)",Sn,Hardness Parmeter,BaCo3,"UTS(MPa)(Min,Max%)",YS MPa,Elong % - EN,PWHT - EN,"UTS(Kg/mm2)(Min,Max%-EN",YS(Kgf/mm2)-EN,"APP.DENSITY(MIN,MAX)",Cobalt,Flow Rate (Hall),Mesh Size(BS),As,Sb,Bend Test,"IR (Min,Max)%","Lead (Min,Max)",Ferrite (Fn),"TI(Min,Max%)"
1211,    D & H 1400(MOD),D&H 1400(MOD) 3.15 X 350 (2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        0.020",,,"       14.500,       16.500","       25.000,        0.000",,,"        0.000,        1.000",,"       15.000,       17.000",,"       50.000,       75.000","        0.000,        0.040",Satisfactory,"        0.000,        0.030","        0.000,        0.200",,,"      690.000,        0.000","        0.000,        0.350",,,"        0.000,        0.500",AWS/SFA : 5.11: ENiCrMo-4,,,,"        4.000,        7.000",,,,,,,,,,,"        0.000,        2.500",,,,,,,,,,,,"        3.000,        4.500",,,,,,,,,,,,,,,,,,,,,,,,Satisfactory,,,,
1212,    D & H 1400(MOD),D&H 1400(MOD) 4.00 X 350 (2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        0.020",,,"       14.500,       16.500","       25.000,        0.000",,,"        0.000,        1.000",,"       15.000,       17.000",,"       50.000,       75.000","        0.000,        0.040",Satisfactory,"        0.000,        0.030","        0.000,        0.200",,,"      690.000,        0.000","        0.000,        0.350",,,"        0.000,        0.500",AWS/SFA : 5.11: ENiCrMo-4,,,,"        4.000,        7.000",,,,,,,,,,,"        0.000,        2.500",,,,,,,,,,,,"        3.000,        4.500",,,,,,,,,,,,,,,,,,,,,,,,Satisfactory,,,,
1213,    D & H 1414-NS,D&H 1414-NS 2.50 X 350 (2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        0.020",,,"       19.000,       23.000","       30.000,       40.000",,,"        0.000,        1.000",,"       15.000,       17.000",,"       50.000,       60.000","        0.000,        0.020",Satisfactory,"        0.000,        0.020","        0.000,        0.250",,,"      690.000,      750.000",,,,"        0.000,        0.500",AWS/SFA: 5.11:ENiCrMo-14,,,,"        0.000,        5.000",,"        0.000,        0.250",,,,,,,,,,,,,,,,,,,,,"        3.000,        4.400",,,,,,,,,,,,,,,,,,,,,,,,Satisfactory,,,,
1214,    D & H 1414-NS,D&H 1414-NS 3.15 X 350 (2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        0.020",,,"       19.000,       23.000","       30.000,       40.000",,,"        0.000,        1.000",,"       15.000,       17.000",,"       50.000,       60.000","        0.000,        0.020",Satisfactory,"        0.000,        0.020","        0.000,        0.250",,,"      690.000,      750.000",,,,"        0.000,        0.500",AWS/SFA: 5.11:ENiCrMo-14,,,,"        0.000,        5.000",,"        0.000,        0.250",,,,,,,,,,,,,,,,,,,,,"        3.000,        4.400",,,,,,,,,,,,,,,,,,,,,,,,Satisfactory,,,,
1215,    D & H 1423-NS,D&H 1423-NS 3.15 X 350(2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        0.020",,,"       20.000,       22.500","       25.000,        0.000",,,"        0.000,        1.000",,"       12.500,       14.500",,,"        0.000,        0.030",Satisfactory,"        0.000,        0.015","        0.000,        0.200",,,"      690.000,        0.000","        0.000,        0.350",,,"        0.000,        0.500",AWS/SFA-5.11 : ENiCrMo-10,,,,"        2.000,        6.000",,,,,,,,,,,"        0.000,        2.500",,,,,,,,,,,,"        2.500,        3.500",,,,,,,,,,,,,,,,,,,,,,,,Satisfactory,,,,
1216,    D & H 1423-NS,D&H 1423-NS 4.00 X 350(2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        0.020",,,"       20.000,       22.500","       25.000,        0.000",,,"        0.000,        1.000",,"       12.500,       14.500",,,"        0.000,        0.030",Satisfactory,"        0.000,        0.015","        0.000,        0.200",,,"      690.000,        0.000","        0.000,        0.350",,,"        0.000,        0.500",AWS/SFA-5.11 : ENiCrMo-10,,,,"        2.000,        6.000",,,,,,,,,,,"        0.000,        2.500",,,,,,,,,,,,"        2.500,        3.500",,,,,,,,,,,,,,,,,,,,,,,,Satisfactory,,,,
1217,    D & H FN,D&H FN 2.50 X 350 (1KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        2.000",,,,,,,"        0.000,        2.500",,,,,,,,"        0.000,        4.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hardness : 180 VPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,    D & H FN,D&H FN 3.15 X 350 (1KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        2.000",,,,,,,"        0.000,        2.500",,,,,,,,"        0.000,        4.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hardness : 180 VPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,    D & H FN,D&H FN 4.00 X 350 (1KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        2.000",,,,,,,"        0.000,        2.500",,,,,,,,"        0.000,        4.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hardness : 180 VPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,    D & H MONEL,D&H MONEL 2.50 X 350 (2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.350,        0.550",,,,,,,"        0.00,        2.30",,,,"       60.000,       70.000",,,"        0.000,        0.025","        0.000,        0.750",,,,,,,"       25.000,       35.000",AWS/SFA-5.15 : E Ni Cu B,,,,"        3.000,        6.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,    D & H MONEL,D&H MONEL 3.15 X 350 (2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.350,        0.550",,,,,,,"        0.00,        2.30",,,,"       60.000,       70.000",,,"        0.000,        0.025","        0.000,        0.750",,,,,,,"       25.000,       35.000",AWS/SFA-5.15 : E Ni Cu B,,,,"        3.000,        6.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,    D & H MONEL,D&H MONEL 4.00 X 350 (2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.350,        0.550",,,,,,,"        0.00,        2.30",,,,"       60.000,       70.000",,,"        0.000,        0.025","        0.000,        0.750",,,,,,,"       25.000,       35.000",AWS/SFA-5.15 : E Ni Cu B,,,,"        3.000,        6.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,    D&H 1232-NS,D&H 1232-NS 3.15 X 350 (2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        0.030",,,"       20.500,       22.500","       35.000,        0.000",,,"        0.000,        2.200",,"        8.800,       10.000",,,"        0.000,        0.030",Satisfactory,"        0.000,        0.020","        0.000,        0.700",,,"      650.000,        0.000",,,"        1.000,        2.800","        0.000,        0.500",AWS/SFA : 5.11 : ENiCrMo-12,,,,"        0.000,        5.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfactory,,,,
1224,    D&H 1520,D&H 1520 3.15 X 350(2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),,,,,"       20.000,       40.000",,,"        1.000,        2.500",,,,"       29.000,       33.000","        0.000,        0.020",,"        0.000,        0.015","        0.000,        0.500",,,"      350.000,      400.000",,,,"       60.000,       75.000",AWS/SFA-5.6 :ECuNi,,,,"        0.400,        0.750",,"        0.000,        0.500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        0.000,        0.020",,
1225,    D&H 1520,D&H 1520 4.00 X 350(2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),,,,,"       20.000,       40.000",,,"        1.000,        2.500",,,,"       29.000,       33.000","        0.000,        0.020",,"        0.000,        0.015","        0.000,        0.500",,,"      350.000,      400.000",,,,"       60.000,       75.000",AWS/SFA-5.6 :ECuNi,,,,"        0.400,        0.750",,"        0.000,        0.500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"        0.000,        0.020",,
1226,    Fenitherme,Fenitherme 2.50 X 350 (1KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        2.000",,,,,,,"        0.000,        2.500",,,,"       35.000,       55.000",,,,"        0.000,        4.000",,,,,,,,,,,,"       55.000,       65.000",,,,,,,,,,,,,,,,,,,,Meets requirements as per value,claimed in our leaflet.,,,,Hardness : 160 VPN,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,    Fenitherme,Fenitherme 3.15 X 350 (1KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        2.000",,,,,,,"        0.000,        2.500",,,,"       35.000,       55.000",,,,"        0.000,        4.000",,,,,,,,,,,,"       55.000,       65.000",,,,,,,,,,,,,,,,,,,,Meets requirements as per value,claimed in our leaflet.,,,,Hardness : 160 VPN,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,    Fenitherme,Fenitherme 4.00 X 350 (1KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        2.000",,,,,,,"        0.000,        2.500",,,,"       35.000,       55.000",,,,"        0.000,        4.000",,,,,,,,,,,,"       55.000,       65.000",,,,,,,,,,,,,,,,,,,,Meets requirements as per value,claimed in our leaflet.,,,,Hardness : 160 VPN,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,    Fenitherme,Fenitherme 5.00 X 350(1KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        2.000",,,,,,,"        0.000,        2.500",,,,"       35.000,       55.000",,,,"        0.000,        4.000",,,,,,,,,,,,"       55.000,       65.000",,,,,,,,,,,,,,,,,,,,Meets requirements as per value,claimed in our leaflet.,,,,Hardness : 160 VPN,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,    NFM,NFM 2.50 X 350 (2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        2.000",,,,,,,"        0.00,        2.50",,,,"       85.000,      100.000",,,"        0.000,        0.030","        0.000,        4.000",,,,,,,"        0.000,        2.500", AWS/SFA-5.15 : E Ni Ci,,,,"        0.000,        8.000",,,,,       0.00    1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,    NFM,NFM 3.15 X 350,U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        2.000",,,,,,,"        0.00,        2.50",,,,"       85.000,      100.000",,,"        0.000,        0.030","        0.000,        4.000",,,,,,,"        0.000,        2.500", AWS/SFA-5.15 : E Ni Ci,,,,"        0.000,        8.000",,,,,       0.00    1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,    NFM,NFM 3.15 X 350 (2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        2.000",,,,,,,"        0.00,        2.50",,,,"       85.000,      100.000",,,"        0.000,        0.030","        0.000,        4.000",,,,,,,"        0.000,        2.500", AWS/SFA-5.15 : E Ni Ci,,,,"        0.000,        8.000",,,,,       0.00    1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,    NFM,NFM 4.00 X 350,U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        2.000",,,,,,,"        0.00,        2.50",,,,"       85.000,      100.000",,,"        0.000,        0.030","        0.000,        4.000",,,,,,,"        0.000,        2.500", AWS/SFA-5.15 : E Ni Ci,,,,"        0.000,        8.000",,,,,       0.00    1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,    NFM,NFM 4.00 X 350 (2.5KG),U3 - Electrodes - SS,  SPL(Ni Base),"        0.000,        2.000",,,,,,,"        0.00,        2.50",,,,"       85.000,      100.000",,,"        0.000,        0.030","        0.000,        4.000",,,,,,,"        0.000,        2.500", AWS/SFA-5.15 : E Ni Ci,,,,"        0.000,        8.000",,,,,       0.00    1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,    BATOX-330-H,BATOX-330-H 4.00 X 350(2.5kg),U3 - Electrodes - SS,  ST. STEELS,"        0.350,        0.450",,,"       14.000,       17.000","       10.000,        0.000",Satisfactory,,"        1.00,        2.50",,"        0.000,        0.750",,"       33.000,       37.000","        0.000,        0.040",     Satisfactory,"        0.000,        0.030","        0.000,        1.000",,EN ISO 3581-B ES 330H -15,"      620.000,        0.000",,,,"        0.000,        0.750",AWS/SFA-5.4:E 330 H-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,    Batox-A(St),BATOX-A(ST) 2.50 X 350 (2.5KG),U3 - Electrodes - SS,  ST. STEELS,"        0.000,        0.080",,,"       18.000,       21.000","       30.000,        0.000",Satisfactory,,"        0.500,        2.500",,"        0.000,        0.750",,"        9.000,       11.000","        0.000,        0.040",Satisfactory,"        0.000,        0.030","        0.000,        1.000",,,"      520.000,        0.000",,,"        0.000,        1.000","        0.000,        0.750",AWS/SFA : 5.4 : E347-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   5.0-11.0 By meter,
1237,    Batox-A(St),BATOX-A(ST) 3.15 X 350 (2.5KG),U3 - Electrodes - SS,  ST. STEELS,"        0.000,        0.080",,,"       18.000,       21.000","       30.000,        0.000",Satisfactory,,"        0.500,        2.500",,"        0.000,        0.750",,"        9.000,       11.000","        0.000,        0.040",Satisfactory,"        0.000,        0.030","        0.000,        1.000",,,"      520.000,        0.000",,,"        0.000,        1.000","        0.000,        0.750",AWS/SFA : 5.4 : E347-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   5.0-11.0 By meter,
1238,    Batox-A(St),BATOX-A(ST) 3.15 X 350 (2KG),U3 - Electrodes - SS,  ST. STEELS,"        0.000,        0.080",,,"       18.000,       21.000","       30.000,        0.000",Satisfactory,,"        0.500,        2.500",,"        0.000,        0.750",,"        9.000,       11.000","        0.000,        0.040",Satisfactory,"        0.000,        0.030","        0.000,        1.000",,,"      520.000,        0.000",,,"        0.000,        1.000","        0.000,        0.750",AWS/SFA : 5.4 : E347-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   5.0-11.0 By meter,
1239,    Batox-A(St),BATOX-A(ST) 4.00 X 350 (2.5KG),U3 - Electrodes - SS,  ST. STEELS,"        0.000,        0.080",,,"       18.000,       21.000","       30.000,        0.000",Satisfactory,,"        0.500,        2.500",,"        0.000,        0.750",,"        9.000,       11.000","        0.000,        0.040",Satisfactory,"        0.000,        0.030","        0.000,        1.000",,,"      520.000,        0.000",,,"        0.000,        1.000","        0.000,        0.750",AWS/SFA : 5.4 : E347-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,   5.0-11.0 By meter,
1240,    Batox-B,BATOX-B 2.50 X 350(1KG),Export FG Sample Item,  ST. STEELS,"        0.000,        0.040",,,"       18.000,       21.000","       35.000,        0.000", Satisfactory,,"        0.50,        2.50",,"        0.000,        0.750",,"        9.000,       11.000","        0.000,        0.040",  Satisfactory,"        0.000,        0.030","        0.000,        1.000",,,"      520.000,        0.000",,,,"        0.000,        0.750",AWS/SFA-5.4:E 308L-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By meter 5-11,
1241,    Batox-B,BATOX-B 2.50 X 350(2.5KG),U3 - Electrodes - SS,  ST. STEELS,"        0.000,        0.040",,,"       18.000,       21.000","       35.000,        0.000", Satisfactory,,"        0.50,        2.50",,"        0.000,        0.750",,"        9.000,       11.000","        0.000,        0.040",  Satisfactory,"        0.000,        0.030","        0.000,        1.000",,,"      520.000,        0.000",,,,"        0.000,        0.750",AWS/SFA-5.4:E 308L-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By meter 5-11,
1242,    Batox-B,BATOX-B 2.50 X 350(2KG),U3 - Electrodes - SS,  ST. STEELS,"        0.000,        0.040",,,"       18.000,       21.000","       35.000,        0.000", Satisfactory,,"        0.50,        2.50",,"        0.000,        0.750",,"        9.000,       11.000","        0.000,        0.040",  Satisfactory,"        0.000,        0.030","        0.000,        1.000",,,"      520.000,        0.000",,,,"        0.000,        0.750",AWS/SFA-5.4:E 308L-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By meter 5-11,
1243,    Batox-B,BATOX-B 3.15 X 350,U3 - Electrodes - SS,  ST. STEELS,"        0.000,        0.040",,,"       18.000,       21.000","       35.000,        0.000", Satisfactory,,"        0.50,        2.50",,"        0.000,        0.750",,"        9.000,       11.000","        0.000,        0.040",  Satisfactory,"        0.000,        0.030","        0.000,        1.000",,,"      520.000,        0.000",,,,"        0.000,        0.750",AWS/SFA-5.4:E 308L-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By meter 5-11,
1244,    Batox-B,BATOX-B 3.15 X 350(2.5KG),U3 - Electrodes - SS,  ST. STEELS,"        0.000,        0.040",,,"       18.000,       21.000","       35.000,        0.000", Satisfactory,,"        0.50,        2.50",,"        0.000,        0.750",,"        9.000,       11.000","        0.000,        0.040",  Satisfactory,"        0.000,        0.030","        0.000,        1.000",,,"      520.000,        0.000",,,,"        0.000,        0.750",AWS/SFA-5.4:E 308L-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By meter 5-11,
1245,    Batox-B,BATOX-B 3.20 X 350 (1KG),Export FG Sample Item,  ST. STEELS,"        0.000,        0.040",,,"       18.000,       21.000","       35.000,        0.000", Satisfactory,,"        0.50,        2.50",,"        0.000,        0.750",,"        9.000,       11.000","        0.000,        0.040",  Satisfactory,"        0.000,        0.030","        0.000,        1.000",,,"      520.000,        0.000",,,,"        0.000,        0.750",AWS/SFA-5.4:E 308L-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By meter 5-11,
1246,    Batox-B,BATOX-B 4.00 X 350 (2.5KG),U3 - Electrodes - SS,  ST. STEELS,"        0.000,        0.040",,,"       18.000,       21.000","       35.000,        0.000", Satisfactory,,"        0.50,        2.50",,"        0.000,        0.750",,"        9.000,       11.000","        0.000,        0.040",  Satisfactory,"        0.000,        0.030","        0.000,        1.000",,,"      520.000,        0.000",,,,"        0.000,        0.750",AWS/SFA-5.4:E 308L-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By meter 5-11,
1247,    Batox-B,BATOX-B 4.00 X 350 (50),U3 - Electrodes - SS,  ST. STEELS,"        0.000,        0.040",,,"       18.000,       21.000","       35.000,        0.000", Satisfactory,,"        0.50,        2.50",,"        0.000,        0.750",,"        9.000,       11.000","        0.000,        0.040",  Satisfactory,"        0.000,        0.030","        0.000,        1.000",,,"      520.000,        0.000",,,,"        0.000,        0.750",AWS/SFA-5.4:E 308L-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By meter 5-11,
1248,    Batox-B,BATOX-B 5.00 X 350 (2.5KG),U3 - Electrodes - SS,  ST. STEELS,"        0.000,        0.040",,,"       18.000,       21.000","       35.000,        0.000", Satisfactory,,"        0.50,        2.50",,"        0.000,        0.750",,"        9.000,       11.000","        0.000,        0.040",  Satisfactory,"        0.000,        0.030","        0.000,        1.000",,,"      520.000,        0.000",,,,"        0.000,        0.750",AWS/SFA-5.4:E 308L-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,By meter 5-11,
1249,    Batox-F(U),BATOX-F(U) 3.15 X 350 (2.5KG),U3 - Electrodes - SS,  ST. STEELS,"        0.000,        0.040",,,"       18.000,       20.000","       35.000,        0.000",Satisfactory,,"        3.000,        6.000",,"        2.600,        3.200",,"       14.500,       16.500","        0.000,        0.030",Satisfactory,"        0.000,        0.030","        0.400,        0.700",,,"      618.000,      647.000",,,,"        0.000,        0.750",AWS/SFA: 5.4 : E316L-15(MOD),,,,,,,,,,,,"        0.000,        0.150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIL,
1250,    Batox-F(U)M,BATOX-F(U)M 2.50 X 350 (2.5KG),U3 - Electrodes - SS,  ST. STEELS,"        0.000,        0.040",,,"       18.000,       21.000","       20.000,        0.000",Satisfactory,,"        5.000,        8.000",,"        2.500,        3.500",,"       15.000,       18.000","        0.000,        0.040",Satisfactory,"        0.000,        0.030","        0.000,        0.900",,,"      550.000,        0.000",,,,"        0.000,        0.750",AWS/SFA-5.4:E 316 LMn-15,,,,,,,,,,,,"        0.100,        0.250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,    Batox-F(U)M,BATOX-F(U)M 3.15 X 350 (2.5KG),U3 - Electrodes - SS,  ST. STEELS,"        0.000,        0.040",,,"       18.000,       21.000","       20.000,        0.000",Satisfactory,,"        5.000,        8.000",,"        2.500,        3.500",,"       15.000,       18.000","        0.000,        0.040",Satisfactory,"        0.000,        0.030","        0.000,        0.900",,,"      550.000,        0.000",,,,"        0.000,        0.750",AWS/SFA-5.4:E 316 LMn-15,,,,,,,,,,,,"        0.100,        0.250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
