,A5,AWS,Applications,Category,DIN,DIN_W,Hardness,Heat_Treated,IE-20,IE-40,IE-60,ISO,Name,Others,Properties,Redrying_Temp,Rm,Rp0,Suitable_For,Cu,Mn,Other,Si,C,Cr,Mo,Ni,P,S,V,N,Fe,Nb,Ti,W,Nb+Ta,B,Al,Co,Zn,Zr,Mg,Be,Ag,Sn,Ni+Co
523,20.0,5.17: EH 12 K,"Pipe work; offshore, pressure vessels, bridge, crane building, apparatus, and steam turbine construction. 
",9.0,,1.0496,,AW,,100.0,80.0,14171-A: S3Si,S3 Si,,Excellent mechanical strength and welding properties due to a increased manganese and silicon content. S3Si is best to be used with FL 155 high basic agglomerated flux to obtain neutral action on metallurgical chemistry and excellent subzero impact properties down to -60°C.,,530.0,460.0,"

MaterialsshipbuildingUnalloyed steelsboiler steelspipe steels-Fine grain steelsAPI-standard
DINA, B, D, E, AH 32 - EH 36St 33, St 37-2 - St 52-3H I, H III, 17Mn4, 19Mn5St 35.8, St 45.8StE 210.7 TM, StE 445.7 TMStE 255 to StE 460X 42, X65, X 70

ENsameS185 - S355P235GH, P355GHP235T1/T2, P460NL2L210 - L445MBS235 - S460QL1X 42, X65, X 70


ASTMTypicalA 258 / A 516A 662 / A 387A 738 / A 612A 299--



 ",0.3,1.675,,0.275,0.09,0.15,0.15,0.15,0.025,0.025,,,,,,,,,0.03,,,,,,,,
524,,A 5.17: EH 14,,9.0,8557: S4,1.5086,,,,,,14171-A: S4,S4,,,,,,"S275JR - S355JO, E335, P285NH, P310GH, S355JOCu, Ship construction grades A - E, Fine grain steels up-to P460N
",,,,,,,,,,,,,,,,,,,,,,,,,,,
525,18.0,A 5.23: EA3K,Fine grain steels for yield strength aplications exceeding 500 MPa. Often used for pipe welding (X70-X80) when Mn. and Si. content is low.. ,9.0,,,,FL 155,60.0,47.0,,14341-A: G4Mo,S4 MoSi,,"High Manganese and Silicon content for improved de-oxidation and strength, excellent wetting for increased welding speed with corresponding flux.  Suitable fluxes are depending on the weld metal requirements, in most cases Ceweld FL 155 gives excellent results.",,650.0,570.0,"Pipe steels acc. to ISO 3183, EN 10208 and API-5: L360N/X52 to L555Q/X80",,1.85,,0.65,0.1,,,0.35,0.025,0.025,,,,,,,,,,,,,,,,,
526,22.0,,"Crane, apparatus, pressure vessels, foundries, casting etc.",9.0,,,,N,47.0,27.0,,14171:,SA 1.41 B,,Extreme crack resistant weld metal due to the high basic slag in combination with a remarkable low hydrogen content.  The requirements of the steels mentioned are obtained in normalized (N) and in air quenched (A) condition . SA 1.41 B is not recommended in the stress relieved condition.,,505.0,355.0,"

Base metal
DIN
EN
ASTM


Fine grain steelN+A-
WStE 315 till 420StE 315 till StE 420EStE 315 till EStE 420
S315*NL1/2) - S420(NL1/2)--
A 516 / A 255A 333 / A 350A 612 / A 707

",,1.4,,0.1,0.05,,0.4,1.4,0.025,0.02,0.13,,,,,,,,,,,,,,,,
527,25.0,A 5.9: ER 2209,"Boilers, tanks, vessels and simmilar objects that needs high strength and improved resistance against intergranular corrosion, pitting and stress corrosion.",9.0,,1.4462,,AW,80.0,,40.0,14343-A: S 22 9 3 N L,SA 2209,,SA 2209 has high general corrosion resistance in media containing chloride and hydrogen sulfide. Combined with our fused flux FL 880 excellent results are obtained for both joining and cladding applications with self lifting slag and it leaves a fine rippled surface free from slag residues or pin holes.,,750.0,550.0,"1.4462, 1.4463, 1.4460, 1.4583, P235GH, P265GH, S255N, P295GH, S355N, 16Mo3.",,2.0,,0.9,0.03,22.5,3.0,8.5,,,,0.14,,,,,,,,,,,,,,,
528,25.0,A 5.9: ER 25 9 4,"Welding austenitic-ferritic, stainless alloys of the 25% Cr, 7% Ni, 4% Mo, low C types. Welding wrought, forged or cast super duplex stainless steels for service in the as-welded Condition. Heterogeneous welding between super duplex stainless steels and dissimilar welds between other stainless and mild or low alloyed steels. The alloy is widely used in applications in which corrosion resistance is of the utmost importance. The pulp & paper industry, offshore and gas industry are areas of interest.
",9.0,8556: UP X2CrNiMo 25 9 4,1.4409999999999998,,AW,65.0,55.0,,14343-A: S 25 9 4 N L,SA 2594,,"SA 2594 has high intergranular-corrosion, pitting and stress-corrosion resistance with exceptinal mechanical strenght properties when welded with our high basic agglomarated flux FL 838.",,870.0,680.0,"UNS S32550 :UR 52 N, Ferralium 255, UNS S32520 :UR 52 N+, UNS S32750 :SAF 2507, UR 47 N+, UNS S32760 :ZERON 100, UNS 32760, UR 76 N, SM22Cr, SAF 2507, ASTM S32760 (ZERON 100), S32550 and S31260.,It can also be used for welding duplex type 2205, 1.4460, 1.4462,1.4463,1.4515, 1.4517, 1.4507 URANUS 52N, SAF 25.07, GX 3 CrNiMoCuN 26-6-3, (1.4515), GX 3 CrNiMoCuN 26-6-3-3, (1.4517), 25% Cr Super Duplex steels SAF 25/07, S32750 1.4410 - 25Cr-7Ni-4Mo-0.28N SAF2507, NAS74N, S32760 1.4501 - 25Cr-7Ni-3.8Mo-0.7Cu-0.7W-0.25N, S32506 - SUS329J4L 25Cr-7Ni-3Mo-0.15N-0.2W NAS64 1.4507, S31803, S32205,",,1.2,,0.6,0.025,25.0,3.7,9.0,,,,0.2,,,,0.4,,,,,,,,,,,
529,,A 5.9: ER 307,,9.0,,1.4369999999999998,,,,,,14343-A: S 18 8 6,SA 307,,,,,,"Buffer  layers  before  hardfacing,  armor  plate,  (type  409,  304),  high Manganese  austenitic  steel,  heterogeneous  welding,  difficult  to  weld  steels  such  as:
42CrMo4, C45, 42MnV7, tool steels etc.
",,,,,,,,,,,,,,,,,,,,,,,,,,,
530,35.0,A 5.9: ER 308L,"Boilers, agriculture, liquid storage tanks, food machinery, furniture etc.",9.0,,1.4316,,AW,120.0,,50.0,14343-A: S 19 9 L,SA 308L,,"308L has good general corrosion resistance. The alloy has a low carbon content, making it particularly recommended where there is a risk of intergranular corrosion.Best to be used with our agglomerated flux FL 8111",,570.0,350.0,"

W.Nr:.
1.4306, 1.4301, 1.4541, 1.4550, 1.4311, 1.4546, 1.4312, 1.4300, 1.4312, 1.4371, 1.4541, 1.4543, 1.4550, 1.4452


DIN.
X2CrNi 19 11 (TP), X4CrNi 18 10 (TP), X6CrNiTi 18 10 (TP), X6CrNiNb 18 10 (TP), X2CrNiN 18 10 (TP), X5CrNiNb 18 10, G-X10CrNi 18 8 (TP),


AISI.
202, 302, 304L, 304, 305, 321, 347, 304 LNASTM A320 Grade B8C/D, 302


 ",,1.7,,0.4,0.03,19.0,0.3,9.5,,,,,,,,,,,,,,,,,,,
531,,A 5.9 ~EQ ER 308L,,10.0,,1.4316,,,,,,,SA 308L strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,30.0,A 5.9: ER 309L,"Buffer layers before hard facing, dissimilar joints between ferritic and austenitic steels and or difficult to weld steels. ",9.0,,1.4332,,AW,80.0,,,14343-A: S 23 12 L,SA 309L,,"High mechanical properties and very good weldability due to a ingreased silicon content, suitable for operating temperatures up to 300°C.",,590.0,3.0,"Buffer layers before hard facing, dissimilar joints between ferritic and austenitic steels and or difficult to weld steels such as: 42CrMo4, C45, 42MnV7, tool steels. High temperature steels such as: 22NiMoCr4-7, 20MnMoNi5-5 and GS-18NiMoCr3-7",,1.75,,0.475,0.3,24.0,0.3,13.0,,,,,,,,,,,,,,,,,,,
533,,A 5.9: EQ 309L,,10.0,,1.4332,,,,,,,SA 309L strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,29.0,A 5.9: ER 309LMo,"Cladding tanks, vessels, tubes etc. ",10.0,,1.4459,,AW,,,,14343-A: S 23 12 3 L ,SA 309LMo strip,,"Latest generation clean melting quality guarantees optimum metallurgical quality and attractive welder appeal. Combined with our high basic electro slag flux FL 830 ESHC excellent results are obtained in both deposition rate as minimum delution rate due to the higher slag temperature compare to other electro slag fluxes.
 ",,650.0,465.0,Cladding on low alloyed steels in case a 18/8/2 (AISI 316) CrNiMo layer is required in the first layer.,,1.8,,0.3,0.015,22.0,2.9,14.0,,,,,,,,,,,,,,,,,,,
535,,A 5.9:  ~EQ 309LNb,"Boilers, vessels, tube cladding, valves etc.",10.0,,,,AW,,,,14343-A: S 23 12 L Nb,SA 309LNb strip,,Latest generation clean melting quality guarantees optimum metallurgical quality and attractive welder appeal. Combined with our high basic electro slag flux FL 830 ESHC excellent results are obtained in both deposition rate as minimum delution rate due to the higher slag temperature compare to other electro slag fluxes.,,,,SA 309LNb is developed for cladding applications in case AISI 347 is required in the first layer on mild steel.,0.2,2.0,,0.3,0.05,21.0,0.3,11.0,0.03,0.03,,0.045,,0.55,,,,,,,,,,,,,
536,45.0,A 5.9: ER 310,"Common applications include industrial furnaces, annealing chambers, fused salt treatment installations and boiler parts, as well as heat exchangers..",9.0,8556: SG X12CrNi 25 20,1.4842,,AW,175.0,,60.0,14343-A: S 25 20,SA 310,,"Solid drawn ,corrosion-resistant, chromium-nickel wire for welding heat-resistant austenitic steels of the 25% Cr, 20% Ni types. 310 has good general oxidation resistance, especially at high temperatures, due to its high Cr content. The alloy is fully austenitic and is therefore sensitive to hot cracking. The temperature limits for use under intermittent oxidation depend on cycle frequency. In no case shall a temperature of 1000°C be exceeded. This alloy can withstand relatively severe thermic shock, and is superior to type 309 L.",,590.0,3.0," 
Heat resistant stainless steels: 1.4823, 1.4826, 1.4828, 1.4832, 1.4835, 1.4840, 1.4841, 1.4846, 1.4848, 1.4837, 1.4710, 1.4713, 1.4724, 1.4726, 1.4742, 1.4745, 1.4762, 1.4845, 1.4849, 253MA,X15CrNiSi 25 20, G-X40CrNiSi 25 12, G-X15CrNi 25 20
 ",,1.8,,0.5,0.1,26.0,,21.0,,,,,,,,,,,,,,,,,,,
537,33.0,A 5.9: ER 316L,"The alloy is widely used in the chemical and food-processing industries, as well as in shipbuilding, vessel and various types of architectural structure.Suitable for welding corrosion-resistant Cr-Ni-Mo steels with extremely low C-content at working temperatures up to 350°C.",9.0,,1.443,,AW,70.0,,,14343-A: S 19 12 3 L,SA 316L,,"SA 316L offers good general corrosion resistance, particularly to corrosion in acid and chlorinated environments. The alloy has a low carbon content which makes it particularly recommended when there is a risk of intergranular corrosion. can  be used with our fused flux Ceweld FL 880 and Ceweld FL 8111.
 ",,520.0,370.0,"


1.4583 1.44351.44361.44041.44061.44081.44011.45711.45801.4406

X102CrNiMoNb 18 12X2CrNiMo 18 14 3 (TP)X4CrNiMo 17 13 3X2CrNiMo 17 12 2 (TP)-X 5 CrNiMo 19 11 2X4CrNiMo 17 12 2 (TP)X6CrNiMo 17 12 2X6CrNiMoNb 17 12 3X2CrNiMoN 17 12 3 (TP)
316Cb316L-316L316LN316H316316 Ti316Cb316LN
UNS S31640..UNS S31603UNS S31653.UNS S31600UNS S31635. 


 ",0.3,1.75,,0.45,0.02,18.6,2.75,12.5,,,,,,0.05,,,,,,0.2,,,,,,,
538,37.0,A 5.9: EQ 316L,"Cladding tanks, vessels, tubes etc. ",10.0,,1.443,,AW,120.0,,55.0,14343-A: S 19 12 3 L ,SA 316L strip,,Latest generation clean melting quality guarantees optimum metallurgical quality and attractive welder appeal. Combined with our high basic electro slag flux FL 830 ESHC excellent results are obtained in both deposition rate as minimum dilution rate due to the higher slag temperature compare to other electro slag fluxes.,,620.0,440.0,"Cladding applications where a 18/8/2 (AISI 316) CrNiMo layer is required to offer good resistance against general corrosion, particularly to corrosion in acid and chlorinated environments.",,2.0,,0.9,0.025,17.0,2.5,12.0,0.045,0.03,,,,,,,,,,,,,,,,,
539,33.0,A 5.9: ER 317L,"For SAW welding stabilized and un-stabilized CrNiMo(N) type of steels with high corrosion resistance. Also suitable for dissimilar welds between steel and stainless steel or dissimilar stainless steels. 317L has good resistance to general corrosion and pitting due to its high content of molybdenum. The alloy is used in severe corrosion conditions such as in the petrochemical, pulp, cotton and paper industries.",9.0,,1.4453,,AW,70.0,,,14343-A: S 19 14 4 L,SA 317L,,"Austenitic, non magnetic stainless steel alloy with high mechanical properties and excellent weldabillity, corrosion resistance is better than AISI 316 due to the high Mo. content and also offers excellent corrosion resistance against delute hot acids. Suitable for use up to 400°C. SA 317L is best to be used in combination with FL 838",,520.0,3.0,"1.4439, 1.4429, 1.4438, 1.4583, X2CrNiMoN 17 13 5, X2CrNiMoN 17 13 3, X2CrNiMo 18 15 4, X10CrNiMoNb 18 12, 317LN, (TP)316LN, 317L, non magnetic, ferrite free. ASTM 317LMN, SS 2367.",0.3,2.0,,0.475,0.03,19.25,3.5,14.0,0.03,0.02,,,,,,,,,,,,,,,,,
540,35.0,A 5.9: ER 318,"The alloy is widely used in the chemical and food-processing industries, as well as in shipbuilding. Suitable for welding stabilized corrosion-resistant Cr-Ni-Mo steels for working temperatures up to 400°C.",9.0,,1.4576,,AW,100.0,,32.0,14343-A: S 19 12 3 Nb,SA 318,,"SA 318 is engineered to a very precise analysis to create a weld deposit of high purity, superior hot cracking and corrosion resistance. CVN toughness down to –120 °C, resistant to intergranular corrosion up to +400 °C.",,550.0,350.0,"

1.45831.44041.44011.45711.45801.45811.45831.44361.44371.4406
X102CrNiMoNb 18 12X2CrNiMo 17 12 2X4CrNiMo 17 12 2X6CrNiMo 17 12 2X6CrNiMoNb 17 12 3G-X5CrNiMoNb 19 11 2X10CrNiMoNb18-12X3CrNiMo17-13-3G-X6CrNiMo 18 12X2CrNiMoN 17 12 3
316Cb(TP) 316L(TP) 316316 Ti316Cb----(TP)316LN 


 ",,1.6,,0.5,0.035,19.0,2.75,12.5,,,,,,12.0,,,,,,,,,,,,,
541,25.0,A 5.9: ER 347,Solid stainless steel wire for SAW welding Niobium or Titanium stabilized stainless steels.,9.0,,1.4551,,"2,0",,,,14343-A: S 19 9 Nb,SA 347,,,,,,"1.4301, 1.4303, 1.4306, 1.4308, 1.4310, 1.4312, 1.4319, 1.4541, 1.4550, 1.4552., 304L, 347",,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,A 5.9: EQ 347,,10.0,,1.4551,,,,,,,SA 347 strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,,A 5.9: ER 410NiMo,,9.0,,1.4351,,,,,,14700: S Fe7 ,SA 410NiMo,,,,,,"Thermo shock resistant alloy, high temperature resistant, good corrosion resistance",,1.0,,0.3,0.5,13.0,0.5,4.0,,,,,,,,,,,,,,,,,,,
544,,A 5.9: ER 420,The best all-purpose steel type for machine element work. Suitable for fairly corrosion resistant overlay welding with a hardness of approx. 50 HRc. ,9.0,,1.4028,50,AW,,,,14343-B: 2007 420,SA 420B,,"SA 420B offers fair general corrosion resistance combined with high hardness and excellent wear properties especially to face metal to metal wear problems .  Can be used with Ceweld FL 8111.
 ",,,,"Shafts, Valves, seats, pistons, Dredging pump casings, continuous casting rollers etc.
 ",,0.6,,0.5,0.325,13.0,,0.6,,,,,,,,,,,,,,,,,,,
545,,A 5.9: ER 430,"Cladding seats, valves, wheels, shafts etc.",9.0,,1.4016,,AW,,,,14343-A: 17,SA 430,,"Submerged arc welding wire to be used with FL 8111 or FL 880 flux with excelent welding properties. Stainless deposit with low carbon content. Low heat input is recommended to avoid pronounced grain coarsening. Absence of stabilisation means that this steel is distinctly vulnerable to sensitisation phenomenon during welding, even though martensite hogs a great amount of carbon and nitrogen.",,,,"Cladding AISI 410, 410NiMo, 410NiMoNbV.",,0.46,,0.4,0.021,17.0,0.03,0.4,0.023,0.0026,,0.0299,,,,,,,,,,,,,,,
546,23.0,A 5.23: EB8,"Low alloyed copper-coated SAW wire with 9% Cr and 1% Mo to be used for welding creep resistant steel. It finds applications in power plants, chemical or petro-chemical industry and in the ammonia synthesis process. It is also used for heat exchangers, boilers, piping and pressure vessels for temperature service up to 600°C. ",2.0,,,,SR,60.0,,,24598-A: S CrMo9,SA 80S-B8,,The 9%Cr-1%Mo creep resistant alloy is used for service up to ~600°C particularly in environments involving hot hydrogen gas.,,700.0,560.0,"ASTM: A 182 Gr F9, A 199 Gr T9 , A 213 Gr T9 , A 217 Gr C12 , A 234 Gr WP9, A 335 Gr 9 , A 336 Gr F9 , A 387 Gr 9 , EN (BS 3100 Gr B6), (BS 3604 Gr CFS 629-470, HFS 629-470), (BS 3604 Gr HFS 629-590, CFS 629-590) , (DIN GS-12CrCrMo 10-1) , (DIN X12CrMo 9-1) , (DIN X7CrMo 9-1) W.Nr: 1.7386, 1.7388, 1.7389",,0.6,,0.4,0.08,8.7,1.0,0.18,,,,,,,,,,,,,,,,,,,
547,14.0,A 5.28: ER 120 S-G,"Crane, steel, vessel and apparatus construction. 
",9.0,,,,AW,55.0,47.0,,14295: SZ4Ni2CrMo,SA 890,,"Extreme crack resistant weld deposit due to extra low hydrogen content when combined with Ceweld  FL 155. Developed for welding cold tough, high tensile fine grain steel exceeding a yield strength of 890N/mm2. To obtain the requested mechanical properties the heat input should be kept around 10 KJ/cm. Cooling time (T8/5) must be adjusted by travel speed and preheat temperature.",,1025.0,8.0,"S890 TM-pipe steels to StE 890 to S890QL1, A 517, X 120 high-strength fine grain structural steels (low temp) to StE 960 (StE 1100 to 12 mm) to S960QL1 (S1100 to 12 mm)",,1.85,,0.6,0.1,0.6,0.55,2.2,0.015,0.015,,,,,,,,,,,,,,,,,
548,35.0,A 5.9: ER 385,"Tanks and process vessels, Piping systems, agitators, rotors, cast pumps and valves for use in the fertilizer, phosphoric,sulphuric and acetic acid plants
",9.0,8556: ~20 25 5 L Cu,1.4539,,AW,70.0,,,14343-A: S 20 25 5 Cu L,SA 904L,,"SA 904L is used for welding materials of similar chemical composition which are used for fabrication of equipment and vessels for handling of sulfuric acid and many chloride containing media. This filler metal may also find applications for joining Type 317L material where improved corrosion resistance in specific media is needed. In order to reduce the propensity for fissuring and hot cracking, the low melting constituents such as carbon, silicon, and phosphorus are controlled to lower levels in this alloy. Best to be used with our fused flux FL 880",,560.0,380.0,"W.Nrs: 1.4500, 1.4505, 1.4506, 1.4531, 1.4536, 1.4539, 1.4573, 1.4585, 1.4586, 4 NS N 08904 1.4539, 1.4537, 1.4519, 1.4505, UNS N08904, S31726, X1NiCrMoCu 25-20-5, X1CrNiMoCuN 25-25-5, X4NiCrMoCuNb 20-18-2, Uranus B6",1.6,2.05,,0.35,0.019,20.5,4.6,25.1,0.013999999999999999,0.015,,0.04,,,,,,,,,,,,,,,
