,C,Charpy,Cr,Cu,Diffusible Hydrogen,Elongation,Lateral,Mn,Mn + Ni + Cr + Mo + V,Mo,Ni,P,P S,S,S Ni,Si,Tensile,V,Yield,aws,conformances,ind,key features,requirements,typic_results,typical applications,Elongation_Temperature,Reduction of area,Reduction of area_Temperature,Ultimate tensile strength,Ultimate tensile strength_Temperature,Yield strength,Yield strength_Temperature,Acicular ferrite,Acicular ferrite_Temperature,Ferrite with carbide aggregate,Ferrite with carbide aggregate_Temperature,Ferrite with second phase,Ferrite with second phase_Temperature,Primary ferrite in microstructure,Primary ferrite in microstructure_Temperature,50% FATT,50% FATT_Temperature,Hardness,Hardness_Temperature,Manual metal arc_Current,Manual metal arc_Electrode,Manual metal arc_Heat input,Manual metal arc_Interpass temperature,Manual metal arc_Source,Manual metal arc_Voltage,Post weld heat treatment_Post weld heat treatment temperature,Post weld heat treatment_Post weld heat treatment time,Flux cored arc_Current,Flux cored arc_Electrode,Flux cored arc_Heat input,Flux cored arc_Interpass temperature,Flux cored arc_Source,Flux cored arc_Voltage,Submerged arc_Current,Submerged arc_Electrode,Submerged arc_Heat input,Submerged arc_Interpass temperature,Submerged arc_Source,Submerged arc_Voltage,extr,Fe,W,Co,A5,AWS,Ag,Al,Applications,B,Be,Category,DIN,DIN_W,HT_Temp,HT_Time,Hardness_Scale,Heat_Treated_As,IE-20,IE-40,IE-60,ISO,Mg,N,Name,Nb,Nb+Ta,Ni+Co,Other,Others,Properties,Redry_Time,Redrying_Temp,Rm,Rp0,Sn,Suitable_For,Ti,Zn,Zr,url
2817,0.09,,0.0,0.0,,,,1.9,,0.4,0.0,0.025,,0.02,,0.5,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,19.0,A 5.5: E 10018-D2,0.0,0.0,Recommended for welding high yield strength steel (>600N/mm2) in case high impact values are required at sub zero temperatures. The ideal electrode for welding MUD pipes in offshore. (Meets NACE requirements) Pipeline according API standard ranging from X65 upto X80.,0.0,0.0,3.0,8529: EY 62 75 Mn1 MoB,,0.0,,0.0,AW/SR,,70.0,,18275-A: E 62 4 MnMo B 42 H5,0.0,0.0,10018-D2,0.0,0.0,0.0,,0.0,"Basic electrode with excellent welding characteristics,  Hydrogen content (HD < 3 ml/100 g). Meets NACE requirements MR0175/ISO15152.",2.0,350.0,790.0,620.0,0.0,"Designed for welding steels with yield strength >600N/mm2 in offshore as S550QL1, OPTIM 500ML, API: X70, X80, PAS 65 us, PAS 70 us, Dilimax 500, Dilimax 550, AISI 4130, 4140, 8630 and ASTM grades A182 Grade F22. ",0.0,0.0,0.0,http://www.ceweld.nl/en/product/10018-d2
2818,0.2,,0.0,0.0,,,,24.0,,0.0,0.0,20.0,,0.0,,1.6,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,A 5.9: ER 310L,0.0,0.0,"Common applications include heavily oxidizing media such as pipes in preheaters, coolers and condensers in the chemical industry.",0.0,0.0,2.0,,1.4842,0.0,,0.0,AW,,,,14343-A: W 25 20 L,0.0,0.0,310L,0.0,0.0,0.0,,0.0,"310L has very good resistance to intergranular corrosion, pitting and stress corrosion cracking due to its high chromium and nickel contents.",0.0,,,,0.0,Heat resistant stainless steels,0.0,0.0,0.0,http://www.ceweld.nl/en/product/310l
2819,0.15,,3.0,0.0,,,,1.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.85,0.0,0.0,,A 5.13: E Fe1,0.0,0.0,"Hardfacing and rebuilding machine parts that faces high impact and wear. The alloy is also excelent for buffer layers prior to hardfacing.
",0.0,0.0,3.0,8555: E1-UM-400P,,0.0,,0.0,AW/PWHT,325.0,350.0,370.0,14700: E Fe1-400-p,0.0,0.0,Dur E 350 Kb,0.0,0.0,0.0,,0.0,Dur E 350 Kb is a hardfacing electrode against high impact combined with abrasion. This alloy has no risk for cracks and can also be applied on austenitic manganese steels. The weld deposit is good machinable. Very good weld deposit appearance and outstanding welding properties on both AC and DC+. Preheating is not required. Outstanding slag release.,2.0,310.0,,,0.0,"Rebuilding worn machine parts such as, rails, crossings, wheels, dredging parts, Stone crushers, Hammers, Gears, Cams, bearings, rope winches etc.",0.0,0.0,0.0,http://www.ceweld.nl/en/product/dur-e-350-kb
2820,0.1,,6.5,0.0,,,,0.6000000000000001,,3.25,0.0,0.0,,0.0,,0.4,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,A 5.13: no class,0.0,0.0,"Hardfacing, rebuilding, overlays, machine parts, wheels, conveyors, crossings, bufferlayers prior to hardfacing etc",0.0,0.0,3.0,8555: E3-UM-40 PT,,0.0,,0.0,AW,36.0,39.0,42.0,14700: no class,0.0,0.0,DUR E 400 CrMo,0.0,0.0,0.0,,0.0,"Outstanding alloy against high impact combined with abrasion including metal to metal friction and increased working temperatures upto 550°C. Due to the high resistance to cracking and toughness, all weld metal requires no buffer layer except on materials considered critical. Suited for wear parts subject to heavy impact and shock. The weld metal is machinable with carbide tip tools, hardening is possible. The maximum hardness is dependent on the base metal and is often achieved in the first layer.",2.0,310.0,,,0.0,"Rebuilding worn machine parts, Stone crushers, Hammers, Gears, Cams, rails, crossings etc.",0.0,0.0,0.0,http://www.ceweld.nl/en/product/dur-e-400-crmo
2821,0.15,,3.0,0.0,,,,1.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.85,0.0,0.0,,A 5.13: E Fe1,0.0,0.0,"Hardfacing, rebuilding, overlays, machine parts, wheels, buffer layers, etc",0.0,0.0,3.0,8555: E1-UM-400 P,,0.0,,0.0,AW/PWHT,350.0,375.0,400.0,14700: E Fe1,0.0,0.0,DUR E 400 KB,0.0,0.0,0.0,,0.0,Outstanding alloy against high impact combined with abrasion including metal to metal friction. The weld deposit of Dur E 400Kb is an exceptional easy to apply alloy without any risk for cracks and can also be applied on austenitic manganese steels. The weld deposit is machinable with tungsten tool tips. Very good weld deposit appearance and outstanding welding properties on both AC and DC+. Preheating is not required.,2.0,310.0,,,0.0,"Rebuilding worn machine parts, Stone crushers, Hammers, Gears, Cams etc.",0.0,0.0,0.0,http://www.ceweld.nl/en/product/dur-e-400-kb
2822,0.65,,8.5,0.0,,,,0.6000000000000001,,0.75,0.0,0.0,,0.0,,0.0,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.4,0.0,0.0,,A 5.13:E Fe3,0.0,0.0,"Hardfacing against high impact combined with strong abrasion wear.
",0.0,0.0,3.0,8555: E6-UM-60,1.4718,0.0,,0.0,AW,18.0,,,14700: E Fe8,0.0,0.0,Dur E 60 Kb,0.0,0.0,0.0,,0.0,Outstanding alloy against high impact combined with abrasion including metal into metal friction. The weld deposit of Ceweld Dur E 60 Kb is one of the most universal alloys in hardfacing applications and can also be appliedon austenitic manganese steels. Very good weld deposit appearance and outstanding welding properties on both AC and DC+. Preheating is not required.,2.0,300.0,,57.0,0.0,"Mixing arms, cold cutting tools, hammers, rolls, loaders, buckets, pumps, hardfacing on austenitic manganese steel, rebuilding knives",0.0,0.0,0.0,http://www.ceweld.nl/en/product/dur-e-60-kb
2823,0.6000000000000001,,8.7,0.0,,,,0.0,,0.5,0.0,0.0,,0.0,,0.0,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,88.8,0.0,0.0,,,0.0,0.0,"Hardfacing, rebuilding, overlays on machine parts and wear parts in mining, agriculture etc.",0.0,0.0,3.0,8555: E6–UM-60-GP,,0.0,,1.0,AW,,,,EN 14700: E Z Fe8,0.0,0.0,DUR E 600 KB,0.0,0.0,0.0,,0.0,Dur E 600 Kb is a basic coated electrode with approximately 130% recovery that leaves a fine rippled seam surface with excellent impact and wear properties. The weld deposit shows a martensitic structure with good increased temperature properties and can resist oxidation upto 800°C. The deposit is heat treatable and offers excellent sliding and rolling properties.,1.0,400.0,,,0.0,"Rebuilding worn machine parts, Stone crushers, Hammers, Gears, Cams, metal scrap and car recycling hammers, cold cutting tools, slurry pumps etc.
 ",0.0,0.0,0.0,http://www.ceweld.nl/en/product/dur-e-600-kb
2824,0.8,,0.0,0.0,,,,13.0,,0.0,3.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,335.0,,,,,,,,,,,,,,,,,,,,,,,83.2,0.0,0.0,,A 5.13:E FeMn-A,0.0,0.0,"This electrode with a recovery of 140% can be used forjoining and overlay on manganese steels that are worn out and need to be rebuild. Heat input should be low.
 ",0.0,0.0,3.0,8555: E 7-UM-250-K,1.3402,0.0,,1.0,AW,,,,14700: E Fe9,0.0,0.0,Dur Mn14,0.0,0.0,0.0,,0.0,There is no limit for the number of layers that can be applied in case of rebuilding but heat input should be kept low (as for Mn steel). The weld deposit is offers strain hardening properties from 250 till 450 HB,2.0,300.0,,,0.0,"austenitic manganese steel, high impact loads, hammers, crushers, rebuilding, hardfacing, rails, crossings, Breaker teeth, etc..",0.0,0.0,0.0,http://www.ceweld.nl/en/product/dur-mn14
2825,0.55,,14.0,0.0,,,,17.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,335.0,,,,,,,,,,,,,,,,,,,,,,,68.45,0.0,0.0,,A 5.13: E FeMnCr,0.0,0.0,"Basic electrode for rebuilding and joining cold straining Mn steels or rebuilding parts that are subject to high impact and rolling wear. 

",0.0,0.0,3.0,8555: E 7-UM-250-K,,0.0,,1.0,AW/SH,,,,14700: E Fe9,0.0,0.0,Dur MnCr,0.0,0.0,0.0,,0.0,"There is no limit for the number of layers that can be applied in case of rebuilding but heat input should be kept low (as for Mn steel, interpass temperature should be kept <250°C).",2.0,300.0,,,0.0,"rebuilding and joining cold straining Mn steels or rebuilding parts that are subject to high impact and rolling wear. Breaker teeth, crushers, hammers, crossings, rails.
 ",0.0,0.0,0.0,http://www.ceweld.nl/en/product/dur-mncr
2826,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,"Mixer blades, cutters, hoppers, sand pumps, friction parts etc.",0.0,0.0,7.0,,,0.0,,1.0,,,5.5,2.0,1274: 3.3,0.0,0.0,DUR NiCrBSi + WC12Co,0.0,0.0,0.0,,0.0,"Excelent wear resistance when corrosion, friction and high temperatures are combined. Good bonding strenght and low friction coefficient that makes the alloy excelent for gliding surfaces and metal to metal wear.",0.0,,,0.6000000000000001,0.0,,0.0,0.0,0.0,http://www.ceweld.nl/en/product/dur-nicrbsi-wc12co
2827,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,5.21: no class,0.0,0.0,,0.0,0.0,5.0,8555: G 21-GF-65,,0.0,,0.0,,,,,14700:,0.0,0.0,Dur R,0.0,0.0,0.0,,0.0,,1.0,,,,0.0,"Hardfacing drill points, augers, impellors, mixer blades, stone crushing equipment, deep drilling,",0.0,0.0,0.0,http://www.ceweld.nl/en/product/dur-r
2828,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2600.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,5.21: no class,0.0,0.0,Dur R (Ni) offers the highest available wear resistance of all hardfacing alloys in most applications.  The deposit offers excellent corrosion resistance combined with tungsten carbides for long life span in extreme applications.,0.0,0.0,5.0,8555: G-21-UM-50 CG,,0.0,,1.0,,,,43.5,14700: T Ni20,0.0,0.0,Dur R (Ni),0.0,0.0,0.0,,0.0,"Dur R (Ni) is an extruded oxacetylene rod, a newly designed harsurfacing product consisting of spherical cast tungsten carbide and a Nbased alloy. Crushed cast carbide will guaranty a long life. Furthermore the Nbased alloy provides an excellent corrosion resistance Dur R (Ni) has excellent flow and wetting characteristics at low working temperature of around 1050 °C and the deposition rate is 230% higher than with comparable tube metal. It is easy to use and inexperienced welders will have no difficulties to produce smooth deposits without cracks. Multlayer deposits are possible and worn parts can be rebuild without removing the old material. The surface should be free from fats, oil, rust and other foreign matters. Use a larger tip than is generally recommended for same diameter mild steel. Use slight excess acetylene feather. The deposit is not mashinable or forgeable. Only grinding with diamond tools is possible.Dur R (Ni) is available as a 500 mm flexible rod or endless on coils.",0.0,,,,0.0,"Dur R (Ni) can be applied on all sorts of steels except on cast iron or Mn-steel. The main applications are hardfacing and rebuilding of stabilisers and other oilfield tools where maximum protection is required. Also for augers, impellers, mixer plates in the brick and clay industry and on decanter screws in the food and chemical industry where corrosion resistance is needed.",0.0,0.0,0.0,http://www.ceweld.nl/en/product/dur-r-ni
2829,0.15,,30.0,0.75,,,,1.75,,0.75,9.25,0.03,,0.03,,0.475,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,22.0,A 5.9: ER 312,0.0,0.0,"Buffer layers before hardfacing, armor plate, exhaust systems, high, Manganese austenitic steel, heterogeneous welding, difficult to weld and unknown steels.",0.0,0.0,2.0,8556: SG-X10CrNi 30 9,1.4337,0.0,,1.0,AW,50.0,,,14343-A: G (W) 29 9,0.0,0.0,312,0.0,0.0,0.0,,0.0,"Scale resistance up to 1150ºC, crack and wear resistant, suitable for rebuilding wornout parts. Excelent corrosion resistance against high temperature liquid acids.",0.0,,800.0,640.0,0.0,"Buffer layers, armor plate, 409, 304, difficult to weld steels such as:, 25CrMo4, 42CrMo4, 50CrMo4, 42MnV7, 1.7218, 1.7225, 1.7228, 1.7223, AISI: 4130, 4140, 4150, C45, C60, tool steel repairs etc..",0.0,0.0,0.0,http://www.ceweld.nl/en/product/312
2830,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,A 5.13: no class,0.0,0.0,"To be aplied on-armour-platings of tools and machine parts in the mining, road construction, well digging, special civil engineering, depression drilling technology, where strongest abrasion by minerals may occur.",0.0,0.0,3.0,8555: E21-GF-UM-60-GP,,0.0,,1.0,,,,60.0,14700: E Fe20,0.0,0.0,Dur RU,0.0,0.0,0.0,,0.0,"Dur RU is a steel tube filled with fused tungsten carbides. The weld deposit contains a high amount of tungsten carbides embedded in a steel matrix. The extraordinary hardness of the fused tungsten carbides (WSC) of approx. 2300 HV imply the high builup wear resistance. It is a dicoated electrode suitable for electrical welding on AC as well as on DC. The carbon content of the base metal should not exceed 0,45 % in order to avoid lack of fusion.
 ",0.0,,,,0.0,"Scratchers, mixers, deep drilling, mining, bentonit mixers, cement mixers, stabilisers, impellers, augers etc.",0.0,0.0,0.0,http://www.ceweld.nl/en/product/dur-ru
2831,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2360.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,A 5.13: no class,0.0,0.0,"The main applications are hardfacing and rebuilding of stabilisers and other oilfield tools where maximum protection is required. Also for augers, impellers, mixer plates in the brick and clay industry and on decanter screws in the food and chemical industry where corrosion resistance is needed. DUR RU (Ni) can be applied on all sorts of steels except on cast iron or Mn-steel. This alloy is the most wear resistant type in most hardfacing applications. In case of very fine dust abrasion It might happen that the matrix will be washed out and looses the imbedded Tungsten carbides, in this case another hardfacing product should be considdered..",0.0,0.0,3.0,8555: E21-GF-UM-60-CGZ,,0.0,,1.0,,,,500.0,14700: E Ni20,0.0,0.0,Dur RU (Ni),0.0,0.0,0.0,,0.0,"Dur RU(Ni) is a coated flucored tube for electric welding, a newly designed harsurfacing product consisting of crushed tungsten carbide and a Nbased alloy. Crushed cast carbide will guaranty a long life. Furthermore the Nbased alloy provides an excellent corrosion resistance. 
Dur RU (Ni) has excellent welding and wetting characteristics at very low currents. It is easy to use and inexperienced welders will have no difficulties to produce smooth deposits mainly without cracks. Multlayer deposits are possible and worn parts can be rebuild without removing the old material. Dur RU (Ni) can be applied on all sorts of steels except on cast iron or Msteel. ",0.0,,,,0.0,"Scratchers, mixers, deep drilling, bentonit mixers, cement mixers, stabilisers, impellers, augers etc.",0.0,0.0,0.0,http://www.ceweld.nl/en/product/dur-ru-ni
2832,0.9,,4.5,0.0,,,,1.5,,8.0,0.0,0.0,,0.0,,0.0,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6,2.0,0.0,,A 5.13: E Fe5-R,0.0,0.0,"Developed for wear resistant overlays that faces high working temperatures and excellent for rebuilding cutting edges of knives and other cutting equipment.
",0.0,0.0,3.0,8555: E 4–UM–60(65W)-ST,1.3348,0.0,,0.0,AW,60.0,,,14700: E Fe4,0.0,0.0,DUR SS 60 Ti,0.0,0.0,0.0,,0.0,"Outstanding alloy against abrasion, impact and high temperatures uto 550°C. The weld deposit of Ceweld Dur SS 60Ti is more or less comparable with HSS (High Speed Steel) and will offer outstanding welding properties on both AC and DC+ Recommended for manufacturing and reconditioning cutting tools.",1.0,,,,0.0,"Cutting tools, Shear blades, Milling cutters, Drills, Hot work tools, wood knives etc. High speed Tool steel deposit.",0.0,0.0,0.0,http://www.ceweld.nl/en/product/dur-ss-60-ti
2833,5.5,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,0.5,85.5,8.0,,no standard,0.0,0.0,"Dur WC 3000 is used in combination with the MAG proces to develope a sharp and rough surface on cutting tools for steel and or concrete sawing and or crushing applications. These particles can be used in combination with medium hard, extra hard and corrosion resistant filler metals that fits the application. 
",0.0,0.0,8.0,,,0.0,,1.0,ASi,,,14.5,no standard,0.0,0.0,Dur WC 3000,0.0,0.0,0.0,,0.0,"The particles should fall before the solidification in the molten weldpool and become part of the weld deposit, Metal core fluxcored wires are recommended in spray arc to obtain the best results. The torch angle should be in trailing position at about 80 degrees towards the work piece.
",0.0,,,,0.0,"concrete drilling, earth moving tools, recycling bars and hammers, cutting applications, sawing steel and concrete, deepsea wrack sawing, mixing paddles, scraper blades, mining etc....",0.5,0.0,0.0,http://www.ceweld.nl/en/product/dur-wc-3000
2834,0.1,,13.0,0.0,,,,0.7000000000000001,,0.75,4.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,81.45,0.0,0.0,25.0,A 5.4: E 410 NiMo-25,0.0,0.0,Welding and overlay cladding from 13%Cr and 13%Cr(Ni) steels,0.0,0.0,3.0,8556: E 13 4 B25,1.4351,0.0,,2.0,AW,,,,3581: E 13 4 B 130 36 X,0.0,0.0,E 410 NiMo,0.0,0.0,0.0,,0.0,,2.0,320.0,800.0,600.0,0.0,"1.4313, 1.4000, 1.4001, 1.40021.4351, 1.4414, G-X5CrNi 13 4, X3CrNiMo 13 4 , X3CrNiMo 13 4, grade CA 6 NM, X4CrNiMo 13 4, water turbines, valves, steam resistant..",0.0,0.0,0.0,http://www.ceweld.nl/en/product/e-410-nimo
2835,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,25.0,5.3: E 1100,0.0,99.5,"Joining pure aluminum and alloys with maximum 0,5 % alloying elements in construction and or in maintenance, also ideal for cladding or rebuilding parts. 
Can be used for flame welding as well.  
",0.0,0.0,3.0,"1732: EL-AL 99,8",3.0259,0.0,,0.0,AW,652.5,,,no standard,0.0,0.0,"E Al 99,8",0.0,0.0,0.0,,0.0,"Very good weldability with good penetration and porosity free deposit, Unique self lifting slag and improved coating against moisture pick up..Welding instructions: Start the electrode with about 130% hot start and hold the electrode straight while moving quickly forward and keep a very short arc. 
 
 ",1.0,,70.0,40.0,0.0,"aluminium, pure",0.0,0.0,0.0,http://www.ceweld.nl/en/product/e-al-998
2836,0.02,,2.15,0.5,,,,2.0,,29.5,57.06,0.04,,0.03,,0.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,49.0,A 5.11: E NiMo-10,0.0,0.0,,0.0,0.0,3.0,1736:,2.46,0.0,,0.0,,118.0,,,14172:,0.0,0.0,E Alloy B3,0.0,0.0,0.0,,0.5,"E Alloy B3 is a nickebase alloy with excellent resistance tot hydrochlorid acid at all concentrations and tempertures. It also withstands hydrogen chloride, sulfuric, acetic, hydrofluoric nd phosphoric acids. The alloy has improved thermal stability, fabricability and stress corrosion cracking resistance.",1.0,,772.0,475.0,0.0,"Hastelloy B2, Hastelloy B3, dissimilar welding Hasteloy to nickel- of iron-based corrosion alloys, for weld overlay cladding",0.0,0.0,0.0,http://www.ceweld.nl/en/product/e-alloy-b3
2837,0.012,,15.5,0.0,,,,0.4,,16.1,59.1,0.012,,0.004,,0.14,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,3.25,0.0,78.5,A 5.11: E NiCrMo-4,0.0,0.0,"Ceweld E alloy C276 is used for welding materials of similar composition. This low carbon nickel-chromium-molybdenum filler metal can also be used for  
dissimilar welding between nickel base alloys and stainless steels, as well as for surfacing and cladding on low alloyed steels.   ",0.0,0.0,3.0,,2.4887,0.0,,0.0,AW,540.0,39.0,,14172: E Ni 6276,0.0,0.0,E Alloy C-276,0.0,0.0,0.0,,0.0,"Due to high molybdenum content this alloy offers excellent resistance too stress & corrosion cracking, pitting and crevice corrosion. High mechanical properties with excellent weldability on DC+.",1.0,,730.0,0.0,0.0,"Hasteloy C-276, NiCrMo alloys, aggresive media, against pitting and crevice corrosion, dissimilar joint of nickel alloys and stainless steels,",0.0,0.0,0.0,http://www.ceweld.nl/en/product/e-alloy-c-276
2838,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,A 5.11: E NiCrMo-2,0.0,0.0,,0.0,0.0,3.0,1736:,2.4665,0.0,,0.0,,,,,14172:,0.0,0.0,E Alloy HX,0.0,0.0,0.0,,0.0,,1.0,,,,0.0,"Hasteloy X, and simmilar NiCrMo alloys, dissimilar welding of Nickel alloys, stainless steel, carbon steel and low alloyed steels.
Excelent oxidation resistance at high temperatures upto 1200 degrees Celsius.
",0.0,0.0,0.0,http://www.ceweld.nl/en/product/e-alloy-hx
2839,0.0,,0.0,0.1,,,,1.2,,0.0,0.0,0.0,,0.0,,0.30000000000000004,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,0.0,0.0,8.0,5.3: E 3003,0.0,97.8,"Joining aluminum alloys such as broken parts and or other casting parts, also ideal for cladding or rebuilding parts. 
• Aluminum alloyed with Manganese, copper, silicon, and magnesium. 
• Also excellent for welding dissimilar grades of Aluminum. 
• Storage tanks, truck and trailer parts, chemical tanks, food equipment. 

",0.0,0.0,3.0,1732: EL-AlMn1,3.0515,0.0,,1.0,AW,,,,no standard,0.2,0.0,E AlMn1,0.0,0.0,0.0,,0.0,"Very good weldabillity with good penetration and porosity free deposit, Unique self lifting slag and improved coating against moisture pick up. Increased strength and excellent ductility due to Mn content Excellent corrosion resistance..Welding instructions: Start the electrode with about 130% hot start and hold the electrode straight while moving quickly forward and keep a very short arc. 
 
 ",1.0,,152.0,145.0,0.0,"Seawater resistant aluminium, AlMn, AlMg alloys with max. 3% magnesium, • AlMn0,6, AlMn1, AlMg1Mg0,5, AlMn1Mg1, AlMg3 ",0.0,0.05,0.0,http://www.ceweld.nl/en/product/e-almn1
