,A5,AWS,Ag,Al,Applications,As,B,Be,C,Category,Co,Cr,Cu,DIN,DIN_W,Diffusible Hydrogen,Fe,HT_Temp,HT_Time,Hardness,Hardness_Scale,Heat_Treated_As,IE-20,IE-40,IE-60,ISO,Mg,Mn,Mn + Ni + Cr + Mo + V,Mo,N,Name,Nb,Nb+Ta,Ni,Ni+Co,Ni+Mn,Other,Others,P,P S,Properties,Redry_Time,Redrying_Temp,Rm,Rp0,S,S Ni,SN,Si,Si P,Sn,Suitable_For,Ti,V,W,Zn,Zr,conformances,ind,url
263,20.0,A 5.7: ER CuSn-A,0.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,93.5,1733: SG-CuSn6,2.1022,,0.0,0.0,,80.0,1.0,AW,32.0,,975.0,24373: Cu 5180A-CuSn6P,0.0,0.0,,0.0,0.0,CuSn 6,0.0,0.0,0.0,0.0,,,0.0,0.2,,"Very good deoxidisation. Surfacing and joining of Copper and CuSalloys.Widely used in oven soldering.
High quality alloyed copper wire )Sound, pore free deposits and good electrical conductivityExcellent corrosion resistance",0.0,,260.0,,0.0,,,0.0,,6.3,Tin bronze alloy of minimally 6% tin for virtually all welding procedures. Very good deoxidisation. Surfacing and joining of Copper and CuSn-alloys. Widely used in oven soldering.,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cusn-6
264,20.0,A 5.7: ER CuSn-A,0.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,93.5,1733: SG-CuSn6,2.1022,,0.0,0.0,,80.0,1.0,AW,32.0,,975.0,24373: Cu 5180A-CuSn6P,0.0,0.0,,0.0,0.0,CuSn 6 Tig,0.0,0.0,0.0,0.0,,,0.0,0.2,,"Very good deoxidisation. Surfacing and joining of Copper and CuSalloys.Widely used in oven soldering.
High quality alloyed copper wire )Sound, pore free deposits and good electrical conductivityExcellent corrosion resistance",0.0,,260.0,,0.0,,,0.0,,6.3,Tin bronze alloy of minimally 6% tin for virtually all welding procedures. Very good deoxidisation. Surfacing and joining of Copper and CuSn-alloys. Widely used in oven soldering.,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cusn-6-tig
265,,A 5.7: ER Cu,0.0,0.0,"Boilers and tubes out of copper or copper alloys, oven soldering etc..",,0.0,0.0,0.0,2.0,0.0,0.0,98.6,1733: SG-CuSn,2.1006,,0.0,0.0,,60.0,1.0,AW,,,975.0,24373:,0.0,0.30000000000000004,,0.0,0.0,CuSn Tig,0.0,0.0,0.0,0.0,,,0.0,0.0,,"High quality alloyed copper wireSound, pore free deposits and good electrical conductivityExcellent corrosion resistance",0.0,,220.0,,0.0,,,0.30000000000000004,,0.8,Bronze alloy with minimally 0.8 tin for virtually all welding procedures. Very good deoxidisation. Surfacing and joining of Cu and copper- alloys. Widely used in oven soldering.,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/cusn-tig
266,,A 5.8: RB CuZn-C,0.0,0.0,"Brazing: Steels, Copper, Cast iron, Copper alloys, Nickel and for welding Brass and Bronze. This alloy is mainly used in the furniture and the bicycle industry for joining steels, also this alloy can be used for rebuilding Brass- ship propellers by flame welding.",,0.0,0.0,0.0,5.0,0.0,0.0,58.0,L-CuZn39Sn,2.0366,,0.725,0.0,,96.0,1.0,,,,895.0,1044: CU 304,0.0,0.255,,0.0,0.0,CuZn39Sn,0.0,0.0,0.0,0.0,,,0.0,0.0,,"Easy to use brass alloy for brazing with separate flux or by using gasflux (flux transported by the flame), good mechanical properties and high corrosion resistance. Due to the components Fe, Mn and Sn. this type is the so cold “low fuming bronze” ",0.0,,400.0,,0.0,,,0.095,,0.9500000000000001,"Brass, Copper, Steels, Manganese bronze, Cast iron etc..",0.0,0.0,0.0,39.975,0.0,,,http://www.ceweld.nl/en/product/cuzn39sn
267,,A 5.8: RB CuZnA,0.0,0.0,Mainly used in the furniture and the bicycle industry,,0.0,0.0,0.0,5.0,0.0,0.0,59.0,8513: L-CuZn40,2.0367,,0.0,0.0,,,0.0,,,,,1044: CU 303,0.0,0.0,,0.0,0.0,CuZn40F,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,1.25,500.0,0.0,,,0.0,,0.625,"Brazing: Steels, Copper, Cast iron, Copper alloys, Nickel and for welding Brass and Bronze. This alloy is mainly used in the furniture and the bicycle industry for joining steels, also this alloy can be used for rebuilding Brass- ship propellers by flame welding.",0.0,0.0,0.0,40.375,0.0,,,http://www.ceweld.nl/en/product/cuzn40f
268,,A 5.8: RB CuZnA,0.0,0.0,"Brazing: Steels, Copper, Cast iron, Copper alloys, Nickel and for welding Brass and Bronze. This alloy is mainly used in the furniture and the bicycle industry for joining steels, also this alloy can be used for rebuilding Brass- ship propellers by flame welding.",,0.0,0.0,0.0,5.0,0.0,0.0,59.0,8513: L-CuZn40,2.0533,,0.0,0.0,,,0.0,,,,895.0,1044: CU 303,0.0,0.0,,0.0,0.0,CuZn40G,0.0,0.0,0.0,0.0,,,0.0,0.0,,"Easy to use brass alloy for brazing without separate flux, (fuxcored rod) good mechanical properties and high corrosion resistance.",0.0,,400.0,,0.0,,,0.0,,0.625,"Brass, Copper, Steels, Manganese bronze, Nickel alloys, Cast iron etc..",0.0,0.0,0.0,40.375,0.0,,,http://www.ceweld.nl/en/product/cuzn40g
269,,A 5.21: ERC CoCr-C,0.0,0.0,"Pump sleeves, expeller srews, plastic recycling, mixer blades for rubber, valves, seats etc.. 
",,0.0,0.0,2.5,4.0,45.5,32.0,0.0,8555: MSG 20-GF-55-CTZ,,,2.5,0.0,,,0.0,AW,53.0,41.5,33.5,14700: Co3,0.0,1.0,,0.0,0.0,DUR 1,0.0,0.0,2.5,0.0,,,0.0,0.0,,"Dur 1 deposits a cobalbase alloy with an austenitiledeburitic structure. This is the hardest of the standard cobalbase alloys. It has a high resistance to corrosion (especially to reducing acids and impact), extreme wear and temperature shocks. The alloy is only machinable by grinding. Best used on wear pads, rotary seal rings, pump sleeves and centerless grinder work rests.",24.0,150.0,,,0.0,,,1.0,,0.0,"Thermal shock resistant, abrasion, erosion, corrosion, cavitation at high temperature, bearing surfaces, chemical industry, hot shear blades, valves",0.0,0.0,13.0,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-1
27,42.0,A 5.9: ER 310LMo,0.0,0.0,The weld deposit has excellent low temperature toughness that makes it suitable for joining stainless steels for cryogenic service,,0.0,0.0,4.5,2.0,0.0,0.0,0.0,,1.4466,,0.0,0.0,,170.0,3.0,AW,120.0,,100.0,14343-A: 25 22 2 N L,0.0,22.0,,0.0,0.0,310 LMo Tig,0.0,0.0,0.0,0.0,,,0.0,2.1,,"310 LMo has been developed primarly to cope with the severe corrosion conditions existing in the urea industry. Therefore, this filler has excellent resistance to corrosion in ammonium carbamate and nitric acid",0.0,,580.0,335.0,0.13,,,25.0,,0.0,"Heat resistant stainless steels, UNS S31050, 1.4466, UNS S31603, 1.4435",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/310-lmo-tig
270,,A 5.21: ER CoCr-C,0.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8555: WSG 20-G0-55-CSTZ,,,0.0,0.0,,,0.0,,,,,14700: RC 03,0.0,0.0,,0.0,0.0,DUR 1 TIG,0.0,0.0,0.0,0.0,,,0.0,0.0,,Outstanding hardfacing alloy against abrasion and corrosion combined with high temperatures.,0.0,,,,0.0,,,0.0,,0.0,"Stellite 1 alloy for cladding, Pump sleeves, expeller srews, impellors, plastic recycling, mixer blades for rubber, valves, seats etc.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-1-tig
271,,A 5.21: ER C CoCr-B,0.0,0.0,"Steam-valves, high temperature liquid pumps, hot cutting tools, cutting tools for plastic, wood and paper as well as high stressed sealings and sliding surfaces.",,0.0,0.0,1.75,4.0,54.05,29.0,0.0,8555: MSG 20-GF-50-CTZ,,,2.5,0.0,,,0.0,AW,50.0,46.0,40.0,14700: Co3,0.0,0.0,,0.0,0.0,DUR 12,0.0,0.0,2.5,0.0,,,0.0,0.0,,"Outstanding alloy against abrasion, thermshock and corrosion combined with high temperatures. The weld deposit can be machined with tungsten tool tips and by grinding. The hardness of the weld deposit will degreas 20% at 600°C and has a nominal hardness of 453 HRc at room temperature. The weld deposit is high heat resistant up to 900°C. Dur 12 offers a low coefficient of friction of and exceptional resistance to galling. It has cavitatioerosion resistance ten times that of 304 stainless steel, Dur 12 can be used to protect bearing surfaces in nolubricating conditions due to its resistance to metatmetal wear.",24.0,150.0,,,0.0,,,1.2,,0.0,"46-48 HRc, stellite 12 alloy with high temperature and abrasion resistance, thermo shock resistant and impact resistant, hardfacing valves, seats, pumps, knives, plastic recycling crushers etc.
 ",0.0,0.0,9.0,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-12
272,,,0.0,0.0,"Steam-valves, high temperature liquid pumps, hot cutting tools, cutting tools for plastic, wood and paper as well as high stressed sealings and sliding surfaces.",,0.0,0.0,1.4,7.0,58.1,29.0,0.0,,,,2.0,0.0,,,0.0,AW,51.0,,41.0,,0.0,0.0,,0.0,0.0,Dur 12 PTA Powder,0.0,0.0,0.0,0.0,,,0.0,0.0,,"Outstanding alloy against abrasion, thermshock and corrosion combined with high temperatures. The weld deposit can be machined with tungsten tool tips and by grinding. The hardness of the weld deposit will degreas 20% at 600°C and has a nominal hardness of 452 HRc at room temperature. The weld deposit is high heat resistant up to 900°C. Dur 12 offers a low coefficient of friction of and exceptional resistance to galling. It has cavitatioerosion resistance ten times that of 304 stainless steel, Dur 12 can be used to protect bearing surfaces in nolubricating conditions due to its resistance to metatmetal wear.
 ",0.0,,,,0.0,,,1.5,,0.0,"Dur 12 PTA Powder is typically used for cutting tools that need to withstand abrasion, heat and corrosion. Examples include industrial knives for cutting carpets, plastics, paper and synthetic fibres; and saw tips in the timber industry. It is also used for control plates in the beverage industry, pump vanes, bearing bushes and narrowneck glass mold plungers; and for hardfacing of engine valves, pinch rollers in the metal-processing industries, and rotor blade edges.",0.0,0.0,8.0,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-12-pta-powder
273,,A 5.21: ER CoCr-B,0.0,0.0,"Steam-valves, high temperature liquid pumps, hot cutting tools, cutting tools for plastic, wood and paper as well as high stressed sealings and sliding surfaces.",,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8555: WSG 20-G0-50-CKTZ,,,0.0,0.0,,,0.0,,,,,14700: RZ Co3,0.0,0.0,,0.0,0.0,DUR 12 TIG,0.0,0.0,0.0,0.0,,,0.0,0.0,,"Outstanding alloy against abrasion, thermshock and corrosion combined with high temperatures. The weld deposit can be machined with tungsten tool tips and by grinding. The hardness of the weld deposit will degreas 20% at 600°C and has a nominal hardness of 453 HRc at room temperature. The weld deposit is high heat resistant up to 900°C.Dur 12 offers a low coefficient of friction of and exceptional resistance to galling. It has cavitatioerosion resistance ten times that of 304 stainless steel, Dur 12 can be used to protect bearing surfaces in nolubricating conditions due to its resistance to metatmetal wear. ",1.0,,,,0.0,,,0.0,,0.0,"Stellite 12 alloy for hardfacing steam-valves, high temperature liquid pumps, hot cutting tools, cutting, tools for plastic, wood and paper as well as high stressed sealings and, sliding surfaces.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-12-tig
274,,A 5.13: R CoCr-B,0.0,0.0,"Steam-valves, high temperature liquid pumps, hot cutting tools, cutting tools for plastic, wood and paper as well as high stressed sealings and sliding surfaces. 
",,0.0,0.0,1.8,3.0,54.4,29.0,0.0,8555: E20-UM-50-CSTZ,,,2.5,0.0,,,0.0,AW,50.0,46.0,40.0,14700: E Co3,0.0,0.0,,0.0,0.0,Dur 12U,0.0,0.0,2.5,0.0,,,0.0,0.0,,"Outstanding alloy against abrasion, thermshock and corrosion combined with high temperatures. The weld deposit can be machined with tungsten tool tips and by grinding. The hardness of the weld deposit will degreas 20% at 600°C and has a nominal hardness of 453 HRc at room temperature. The weld deposit is high heat resistant up to 900°C. Dur 12 offers a low coefficient of friction of and exceptional resistance to galling. It has cavitatioerosion resistance ten times that of 304 stainless steel, Dur 12 can be used to protect bearing surfaces in nolubricating conditions due to its resistance to metatmetal wear. ",2.0,300.0,,,0.0,,,1.0,,0.0,"46-48 HRc, stellite 12 alloy with high temperature and abrasion resistance, thermo shock resistant and impact resistant, hardfacing valves, seats, pumps, knives, plastic recycling crushers etc.",0.0,0.0,8.8,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-12u
275,,A 5.13:R CoCr-C,0.0,0.0,"Steam-valves, high temperature liquid  pumps, Hot cutting blades, exhaust valves.",,0.0,0.0,2.3,3.0,52.7,32.0,0.0,8555: E 20-UM-55-CTZ,,,0.0,0.0,,,0.0,AW,55.0,42.0,34.0,14700: E Co3,0.0,0.0,,0.0,0.0,Dur 1U,0.0,0.0,0.0,0.0,,,0.0,0.0,,"Outstanding properties against strong abrasion, erosion and corrosion in high temperature (900°C) environments. This electrode can also perfectly be used for applications which are subject to high friction. ",1.0,,,,0.0,,,0.0,,0.0,"53-55 HRc, Stellite 1 alloy with high resistance to abrasion, oxidation and erosion, metal to metal friction and wear, heat resistant, high hardness at high temperatures, completely tempering resistant",0.0,0.0,13.0,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-1u
276,,A 5.21: ERC CoCr-C,0.0,0.0,"Solving wear problems against chemicals, erosion, corosion, high temperatures, abrasion and combinations of those.",,0.0,0.0,0.27,4.0,58.23,28.0,0.0,8555: MF 20-GF-300-CTZ,,,3.5,0.0,,30.0,1.0,AW,,,,14700: T Co1,0.0,1.0,,5.0,0.0,DUR 21,0.0,0.0,2.75,0.0,,,0.0,0.0,,"Excellent gliding properties against metal to metal wear due to low friction, Excellent against erosion and corrosion at high working temperatures upto 900°C. Crack free hard facing deposit against severe shock and impact.",24.0,150.0,,,0.0,,,1.25,,0.0,"Cladding seats and valves in chemical industry, hot sharing blades, extrusion parts, coke hammers, turbine injectors, gas and steam turbine parts.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-21
277,,A 5.21: ERCoCr-E,0.0,0.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8555: 20-G0-300-CKTZ,,,0.0,0.0,,,0.0,,,,,14700: RZ Co1,0.0,0.0,,0.0,0.0,DUR 21 TIG,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.0,,,,0.0,,,0.0,,0.0,"Stellite 21 alloy Forging tools, hot cutting and trimming tools, valve seats etc",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-21-tig
278,2.8,A 5.13: R CoCr-E,0.0,0.0,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8555: E 20-UM-300-CKTZ,,,0.0,0.0,,,0.0,,16.8,,,14700: E Co1,0.0,0.0,,0.0,0.0,DUR 21U,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.0,,,350.0,0.0,,,0.0,,0.0,Stellite 21 alloy for cladding seats and valves etc. low friction due to high cobalt content,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-21u
279,36.5,A 5.21: no standard,0.0,0.0,"Dur 25 combines properties which make it suitable for a number of component applications in the aerospace industry, including parts in established military and commercial gas turbine engines. In modern engines, it has largely been replaced by newer materials such as 188 alloy, and, most recently, 230® alloy, which possess improved properties. Another area of significant usage for Dur 25 is as a bearing material, for both balls and races.",,0.0,0.0,0.1,2.0,49.0,20.0,0.0,,,,3.0,0.0,,,0.0,,,,,14700: no standard,0.0,1.5,,1.0,0.0,Dur 25 Tig,0.0,0.0,10.0,0.0,,,0.0,0.0,,"Dur 25 (UNS R30605) is a cobalnickelchromiutungsten alloy that combines excellent higtemperature strength with good resistance to oxidizing environments up to 1800°F (980°C) for prolonged exposures, and excellent resistance to sulfidation. It can be fabricated and formed by conventional techniques, and has been used for cast components. Other attractive features include excellent resistance to metal galling.",0.0,,925.0,499.0,0.0,,,0.4,,0.0,Wear problems at high temperatures in case high strength is required.,0.0,0.0,15.0,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-25-tig
28,35.0,A 5.4: E 310 Mo-16,0.0,0.0,"Ceweld 310Mo electrodes are primarily intended for welding the clad side of 316, 316L and 317 clad steels as well as other grades of molybdenum bearing stainless steels. Ceweld 310Mo electrodes are used for the resurfacing of digesters in the paper industry",,0.0,0.0,0.1,3.0,0.0,23.0,0.0,8556: E 25 22 2 NLB,1.4466,,0.0,0.0,,210.0,3.0,AW,70.0,,,3581-A: E 25 20 3 R 12,0.0,1.75,,2.5,0.0,310 Mo,0.0,0.0,20.0,0.0,,,0.0,0.0,,Ceweld 310Mo is a rutile basic electrode similar to Ceweld 4842 Ti but with molybdenum added for improved high temperature creep properties. The weld deposit is fully austenitic and corrosion resistant.,2.0,300.0,540.0,380.0,0.0,,,0.5,,0.0,"1.4832, 1.4837, 1.4841, 1.4845, 1.4846, 1.4849, 1.4848, 1.4828, 1.4713, 1.4726, 1.4710, 1.4745, 1.4823 heat resisting stainless steel.",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/310-mo
280,,A 5.13: no standard,0.0,0.0,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8555: E 20-UM-300-CKTZ,,,0.0,0.0,,,0.0,,,,,14700: EZ Co1,0.0,0.0,,0.0,0.0,Dur 25U,0.0,0.0,0.0,0.0,,,0.0,0.0,,"Dur 25U is a Cobalt based electrode developed to resist high impact load, high heat, thermal shock, hot corrosion, compression, abrasion, erosion and many other forms of attack. The weld deposit is machinable with carbide tools.",1.0,,,,0.0,,,0.0,,0.0,"Valves in chemical and steam plants, gas turbine components, tong bits, share blades, hot forging and stamping tools, hot dies, aerospace industry, turbo charger buckets, hot liquid pumps etc.
",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-25u
281,,,0.0,0.0,"Hardfacing of forging presses, hot piercing dies, stretching rolls, pinch rolls, hot strip mill table rolls and back-up rolls",,0.0,0.0,0.15,3.0,13.0,14.0,0.0,8555: E3-UM-50-CKRTZ,,,69.35,0.0,,,0.0,AW,47.5,55.0,,14700: ~E Fe3,0.0,0.6000000000000001,,2.3,0.0,Dur 49,0.0,0.0,0.0,0.0,,,0.0,0.0,,"Rutile Fe, Cr, Co and Mo based elektotrode with high hot wear resistance, tensile strenght and a high resistence against sliding wear of metallic objects.
It has a good retention of hardness up to 650°C and is non scaling up to 900° C thermo shock resistant and resistant to sudden changes of temperature.
Work hardening. Not crack sensible.The number of layers can be done as necessary. The deposit can beadditionally treated with cutting tools.",1.0,130.0,,,0.0,,,0.6000000000000001,,0.0,1.2311 40CrMnMo 71.2343 X38CrMoV 5 11.2344 X40CrMoV 5 11.2365 X32CrMoV 3 31.2367 X38CrMoV 5 31.2606 X37CrMoW 5 11.2713 55NiCrMoV 61.2714 56NiCrMoV 7,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-49
282,,A 5.13: E FeCr-A1,0.0,0.0,"Pomp bodies, mixer blades, agitator arms, concrete pumps",,0.0,0.0,4.5,3.0,0.0,0.0,0.0,8555: E 10-UM-60-GR,,,0.0,0.0,,57.0,4.0,AW,,,,14700: E Fe14,0.0,1.0,,0.0,0.0,Dur 55,0.0,0.0,0.0,0.0,,,0.0,0.0,,DUR 55 is a heavy coated high efficiency hardfacing electrode with 160 % recovery. Suitable for applications subject to strong abrasive wear by minerals,1.0,350.0,,,0.0,,,28.0,,0.0,"54-62 HRc, hardfacing loaders, buckets, pumps, cement crushing equipment, screws, mixers blades etc., excelent abrasion resistance and high wear resistance",0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-55
283,,A 5.21: ERC CoCr-A,0.0,0.0,,,0.0,0.0,1.1,4.0,61.8,28.0,0.0,8555: MSG 20-GF-40-CTZ,,,3.0,0.0,,,0.0,AW,41.5,34.5,29.5,14700: T Co2-40-CKTZ,0.0,0.6000000000000001,,0.0,0.0,DUR 6,0.0,0.0,0.0,0.0,,,0.0,0.0,,"Outstanding alloy against abrasion, thermshock and corrosion combined with high  temperatures. The  weld deposit can be machined  with tungsten tool tips and by grinding. The hardness of the weld deposit will degrease 16% at 300°C and about 30% at 600°C. Excellent alloy against thermal shock, abrasion, erosion, corrosion and cavitation at high temperature.",24.0,150.0,,,0.0,,,1.0,,0.0,"Cladding valves, Steam-valves, high temperature liquid pumps, hot cutting tools, exhaust valves, seats, cutting knives, metal to metal wear, bearing surfaces, chemical industry, hot shear blades etc.",0.0,0.0,4.5,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-6
284,12.0,ASTM F75 - F1537,0.0,0.0,PTA and or laser overlay welding on wear parts that need to outlast new parts where high temperatures combined with corrosion and wear resistance is required. 3D printing of parts for medical applications as prostatic implants such as replacement hips and knee condyles.,,0.0,0.0,0.135,7.0,61.355,28.25,0.0,,,,1.0,0.0,,38.5,4.0,SR,,,1390.0,5823-12,0.0,1.0,,5.75,0.2,Dur 6 Mo (Powder alloy F75),0.0,0.0,1.0,0.0,,,0.0,0.0,,CoCrMo alloys are non magnetic and offers extreem resistance against fatique. The alloy offers excelent polishing caracteristics and ensures long tool life.,0.0,,1100.0,850.0,0.01,,,1.0,,0.0,"Replacement hips, knee parts, condyles, Gas turbine parts, fuel nozzles, orthopedic implants.",0.1,0.0,0.2,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-6-mo-powder-alloy-f75
285,4.0,,0.0,0.0,Overlay welding on wear parts that need to outlast new parts where high temperatures combined with corrosion and wear resistance is required. 3D printing of parts for medical applications according class IIa medical device in accordance with annex IX rule 8 of the MDD 93/42/EEC. Composition corresponds to “type 4” CoCr dental material according to EN ISO 22674.,,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,,,0.0,0.0,,420.0,1.0,SR,,8.5,1432.5,22674,0.0,0.0,,0.0,0.0,Dur 6 MoW,0.0,0.0,0.0,0.0,,,0.0,0.0,,"Dur 6 Mo is free of Ni, Be. and Cadmium according EN ISO 22674. The alloy offers extreme low friction properties combined with extreme corrosion resistance and excellent wear properties against scalling, abrasion and extreme pressure loads.",0.0,,1350.0,820.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,http://www.ceweld.nl/en/product/dur-6-mo
